RegioS,NettoArbeidsparticipatie_16,Perioden
GM0106,66.7,2015JJ00
GM0106,66.7,2016JJ00
GM0106,68.5,2017JJ00
GM0106,68.7,2018JJ00
GM0106,69.3,2019JJ00
GM0106,69.0,2020JJ00
GM0106,70.3,2021JJ00
GM0106,72.0,2022JJ00
GM0106,72.4,2023JJ00
GM0743,68.8,2013JJ00
GM0743,68.6,2014JJ00
GM0743,68.7,2015JJ00
GM0743,68.9,2016JJ00
GM0743,69.7,2017JJ00
GM0743,70.4,2018JJ00
GM0743,71.5,2019JJ00
GM0743,71.5,2020JJ00
GM0743,71.8,2021JJ00
GM0743,73.2,2022JJ00
GM0743,74.3,2023JJ00
GM0744,63.5,2013JJ00
GM0744,63.3,2014JJ00
GM0744,63.5,2015JJ00
GM0744,63.5,2016JJ00
GM0744,63.8,2017JJ00
GM0744,65.3,2018JJ00
GM0744,66.1,2019JJ00
GM0744,66.7,2020JJ00
GM0744,67.5,2021JJ00
GM0744,69.1,2022JJ00
GM0744,69.7,2023JJ00
GM0308,66.3,2013JJ00
GM0308,66.3,2014JJ00
GM0308,66.8,2015JJ00
GM0308,67.7,2016JJ00
GM0308,68.1,2017JJ00
GM0308,68.5,2018JJ00
GM0308,69.7,2019JJ00
GM0308,68.6,2020JJ00
GM0308,70.3,2021JJ00
GM0308,71.7,2022JJ00
GM0308,72.9,2023JJ00
GM0489,70.5,2013JJ00
GM0489,70.2,2014JJ00
GM0489,70.4,2015JJ00
GM0489,69.7,2016JJ00
GM0489,70.9,2017JJ00
GM0489,72.9,2018JJ00
GM0489,74.4,2019JJ00
GM0489,72.3,2020JJ00
GM0489,73.3,2021JJ00
GM0489,74.3,2022JJ00
GM0489,75.4,2023JJ00
GM0203,70.0,2013JJ00
GM0203,69.7,2014JJ00
GM0203,70.0,2015JJ00
GM0203,70.6,2016JJ00
GM0203,71.1,2017JJ00
GM0203,73.2,2018JJ00
GM0203,73.7,2019JJ00
GM0203,74.1,2020JJ00
GM0203,74.9,2021JJ00
GM0203,77.3,2022JJ00
GM0203,77.9,2023JJ00
GM0888,65.4,2013JJ00
GM0888,64.7,2014JJ00
GM0888,64.7,2015JJ00
GM0888,65.1,2016JJ00
GM0888,66.8,2017JJ00
GM0888,67.3,2018JJ00
GM0888,67.9,2019JJ00
GM0888,68.0,2020JJ00
GM0888,68.9,2021JJ00
GM0888,69.4,2022JJ00
GM0888,70.7,2023JJ00
GM1954,64.1,2013JJ00
GM1954,63.5,2014JJ00
GM1954,64.8,2015JJ00
GM1954,64.9,2016JJ00
GM1954,65.3,2017JJ00
GM1954,66.7,2018JJ00
GM1954,67.3,2019JJ00
GM1954,66.9,2020JJ00
GM1954,67.9,2021JJ00
GM1954,69.4,2022JJ00
GM1954,69.8,2023JJ00
GM0889,67.1,2013JJ00
GM0889,66.6,2014JJ00
GM0889,67.2,2015JJ00
GM0889,66.6,2016JJ00
GM0889,68.3,2017JJ00
GM0889,68.9,2018JJ00
GM0889,70.2,2019JJ00
GM0889,69.3,2020JJ00
GM0889,70.0,2021JJ00
GM0889,70.8,2022JJ00
GM0889,71.6,2023JJ00
GM1945,66.8,2013JJ00
GM1945,65.4,2014JJ00
GM1945,65.5,2015JJ00
GM1945,65.4,2016JJ00
GM1945,66.5,2017JJ00
GM1945,67.1,2018JJ00
GM1945,67.5,2019JJ00
GM1945,67.9,2020JJ00
GM1945,68.8,2021JJ00
GM1945,70.2,2022JJ00
GM1945,70.5,2023JJ00
GM1724,67.8,2013JJ00
GM1724,68.1,2014JJ00
GM1724,69.3,2015JJ00
GM1724,69.5,2016JJ00
GM1724,69.4,2017JJ00
GM1724,70.4,2018JJ00
GM1724,72.1,2019JJ00
GM1724,71.7,2020JJ00
GM1724,72.7,2021JJ00
GM1724,73.4,2022JJ00
GM1724,74.4,2023JJ00
GM0893,66.7,2013JJ00
GM0893,67.1,2014JJ00
GM0893,68.1,2015JJ00
GM0893,67.0,2016JJ00
GM0893,67.9,2017JJ00
GM0893,68.6,2018JJ00
GM0893,69.1,2019JJ00
GM0893,69.3,2020JJ00
GM0893,70.0,2021JJ00
GM0893,71.0,2022JJ00
GM0893,71.5,2023JJ00
GM0373,62.8,2013JJ00
GM0373,62.0,2014JJ00
GM0373,62.3,2015JJ00
GM0373,63.3,2016JJ00
GM0373,63.5,2017JJ00
GM0373,64.1,2018JJ00
GM0373,65.1,2019JJ00
GM0373,65.2,2020JJ00
GM0373,65.9,2021JJ00
GM0373,67.8,2022JJ00
GM0373,68.9,2023JJ00
GM0748,65.0,2013JJ00
GM0748,65.4,2014JJ00
GM0748,63.9,2015JJ00
GM0748,64.1,2016JJ00
GM0748,65.2,2017JJ00
GM0748,66.5,2018JJ00
GM0748,67.9,2019JJ00
GM0748,67.5,2020JJ00
GM0748,67.6,2021JJ00
GM0748,69.5,2022JJ00
GM0748,70.3,2023JJ00
GM1859,66.8,2013JJ00
GM1859,66.7,2014JJ00
GM1859,67.3,2015JJ00
GM1859,66.5,2016JJ00
GM1859,68.1,2017JJ00
GM1859,68.7,2018JJ00
GM1859,68.4,2019JJ00
GM1859,70.5,2020JJ00
GM1859,70.4,2021JJ00
GM1859,73.1,2022JJ00
GM1859,72.6,2023JJ00
GM1721,69.4,2013JJ00
GM1721,68.6,2014JJ00
GM1721,69.5,2015JJ00
GM1721,70.2,2016JJ00
GM1721,70.7,2017JJ00
GM1721,72.1,2018JJ00
GM1721,72.9,2019JJ00
GM1721,72.2,2020JJ00
GM1721,73.9,2021JJ00
GM1721,74.7,2022JJ00
GM1721,75.4,2023JJ00
GM0753,68.6,2013JJ00
GM0753,68.8,2014JJ00
GM0753,69.2,2015JJ00
GM0753,69.3,2016JJ00
GM0753,70.4,2017JJ00
GM0753,72.2,2018JJ00
GM0753,74.2,2019JJ00
GM0753,72.8,2020JJ00
GM0753,72.7,2021JJ00
GM0753,74.2,2022JJ00
GM0753,75.6,2023JJ00
GM0209,70.0,2013JJ00
GM0209,69.9,2014JJ00
GM0209,69.7,2015JJ00
GM0209,70.0,2016JJ00
GM0209,70.7,2017JJ00
GM0209,71.4,2018JJ00
GM0209,72.1,2019JJ00
GM0209,72.0,2020JJ00
GM0209,72.7,2021JJ00
GM0209,74.4,2022JJ00
GM0209,74.5,2023JJ00
GM0375,68.4,2013JJ00
GM0375,67.7,2014JJ00
GM0375,68.2,2015JJ00
GM0375,69.0,2016JJ00
GM0375,69.5,2017JJ00
GM0375,70.8,2018JJ00
GM0375,71.8,2019JJ00
GM0375,71.0,2020JJ00
GM0375,71.1,2021JJ00
GM0375,72.5,2022JJ00
GM0375,73.8,2023JJ00
GM0310,67.9,2013JJ00
GM0310,66.8,2014JJ00
GM0310,66.7,2015JJ00
GM0310,67.9,2016JJ00
GM0310,67.2,2017JJ00
GM0310,68.9,2018JJ00
GM0310,69.8,2019JJ00
GM0310,69.4,2020JJ00
GM0310,71.0,2021JJ00
GM0310,72.5,2022JJ00
GM0310,73.1,2023JJ00
GM1728,69.6,2013JJ00
GM1728,69.2,2014JJ00
GM1728,70.3,2015JJ00
GM1728,70.7,2016JJ00
GM1728,71.2,2017JJ00
GM1728,71.4,2018JJ00
GM1728,73.0,2019JJ00
GM1728,73.4,2020JJ00
GM1728,74.1,2021JJ00
GM1728,74.5,2022JJ00
GM1728,75.6,2023JJ00
GM0376,61.1,2013JJ00
GM0376,61.3,2014JJ00
GM0376,62.2,2015JJ00
GM0376,63.7,2016JJ00
GM0376,64.4,2017JJ00
GM0376,66.1,2018JJ00
GM0376,67.4,2019JJ00
GM0376,68.3,2020JJ00
GM0376,68.6,2021JJ00
GM0376,70.8,2022JJ00
GM0376,71.9,2023JJ00
GM0377,63.8,2013JJ00
GM0377,64.1,2014JJ00
GM0377,64.4,2015JJ00
GM0377,65.7,2016JJ00
GM0377,66.2,2017JJ00
GM0377,67.3,2018JJ00
GM0377,68.6,2019JJ00
GM0377,68.9,2020JJ00
GM0377,68.8,2021JJ00
GM0377,71.3,2022JJ00
GM0377,72.3,2023JJ00
GM1901,69.0,2013JJ00
GM1901,69.6,2014JJ00
GM1901,69.2,2015JJ00
GM1901,69.9,2016JJ00
GM1901,70.7,2017JJ00
GM1901,70.8,2018JJ00
GM1901,72.7,2019JJ00
GM1901,72.8,2020JJ00
GM1901,74.0,2021JJ00
GM1901,75.5,2022JJ00
GM1901,75.7,2023JJ00
GM0755,69.6,2013JJ00
GM0755,69.9,2014JJ00
GM0755,70.8,2015JJ00
GM0755,71.6,2016JJ00
GM0755,72.6,2017JJ00
GM0755,72.7,2018JJ00
GM0755,73.6,2019JJ00
GM0755,74.2,2020JJ00
GM0755,75.0,2021JJ00
GM0755,76.2,2022JJ00
GM0755,76.8,2023JJ00
GM1681,64.0,2013JJ00
GM1681,63.7,2014JJ00
GM1681,63.8,2015JJ00
GM1681,63.8,2016JJ00
GM1681,65.5,2017JJ00
GM1681,66.3,2018JJ00
GM1681,66.5,2019JJ00
GM1681,67.0,2020JJ00
GM1681,67.7,2021JJ00
GM1681,69.5,2022JJ00
GM1681,70.5,2023JJ00
GM0147,68.4,2013JJ00
GM0147,67.4,2014JJ00
GM0147,67.8,2015JJ00
GM0147,68.6,2016JJ00
GM0147,70.1,2017JJ00
GM0147,71.6,2018JJ00
GM0147,71.7,2019JJ00
GM0147,71.3,2020JJ00
GM0147,72.9,2021JJ00
GM0147,74.2,2022JJ00
GM0147,75.5,2023JJ00
GM0654,68.9,2013JJ00
GM0654,69.6,2014JJ00
GM0654,70.0,2015JJ00
GM0654,71.2,2016JJ00
GM0654,71.0,2017JJ00
GM0654,73.0,2018JJ00
GM0654,73.2,2019JJ00
GM0654,72.5,2020JJ00
GM0654,73.6,2021JJ00
GM0654,74.4,2022JJ00
GM0654,75.0,2023JJ00
GM0757,67.0,2013JJ00
GM0757,66.3,2014JJ00
GM0757,67.4,2015JJ00
GM0757,68.3,2016JJ00
GM0757,69.3,2017JJ00
GM0757,69.8,2018JJ00
GM0757,71.0,2019JJ00
GM0757,71.0,2020JJ00
GM0757,71.7,2021JJ00
GM0757,73.4,2022JJ00
GM0757,74.3,2023JJ00
GM0758,68.7,2013JJ00
GM0758,67.8,2014JJ00
GM0758,68.3,2015JJ00
GM0758,68.5,2016JJ00
GM0758,70.3,2017JJ00
GM0758,71.0,2018JJ00
GM0758,71.8,2019JJ00
GM0758,70.4,2020JJ00
GM0758,72.0,2021JJ00
GM0758,73.1,2022JJ00
GM0758,74.2,2023JJ00
GM1876,66.5,2013JJ00
GM1876,66.6,2014JJ00
GM1876,66.6,2015JJ00
GM1876,67.0,2016JJ00
GM1876,68.2,2017JJ00
GM1876,68.5,2018JJ00
GM1876,70.1,2019JJ00
GM1876,70.3,2020JJ00
GM1876,70.3,2021JJ00
GM1876,72.3,2022JJ00
GM1876,72.5,2023JJ00
GM0213,65.7,2013JJ00
GM0213,65.7,2014JJ00
GM0213,66.6,2015JJ00
GM0213,67.3,2016JJ00
GM0213,67.5,2017JJ00
GM0213,68.3,2018JJ00
GM0213,69.2,2019JJ00
GM0213,69.4,2020JJ00
GM0213,70.3,2021JJ00
GM0213,72.2,2022JJ00
GM0213,72.8,2023JJ00
GM0899,61.9,2013JJ00
GM0899,61.5,2014JJ00
GM0899,62.9,2015JJ00
GM0899,63.5,2016JJ00
GM0899,63.3,2017JJ00
GM0899,64.5,2018JJ00
GM0899,64.8,2019JJ00
GM0899,64.1,2020JJ00
GM0899,65.8,2021JJ00
GM0899,65.8,2022JJ00
GM0899,66.5,2023JJ00
GM0312,70.3,2013JJ00
GM0312,69.8,2014JJ00
GM0312,70.5,2015JJ00
GM0312,70.3,2016JJ00
GM0312,72.2,2017JJ00
GM0312,72.4,2018JJ00
GM0312,73.2,2019JJ00
GM0312,72.9,2020JJ00
GM0312,73.5,2021JJ00
GM0312,75.7,2022JJ00
GM0312,76.6,2023JJ00
GM0313,71.1,2013JJ00
GM0313,69.8,2014JJ00
GM0313,70.9,2015JJ00
GM0313,72.0,2016JJ00
GM0313,73.1,2017JJ00
GM0313,73.8,2018JJ00
GM0313,74.7,2019JJ00
GM0313,74.6,2020JJ00
GM0313,75.6,2021JJ00
GM0313,76.7,2022JJ00
GM0313,77.6,2023JJ00
GM0214,67.9,2013JJ00
GM0214,66.5,2014JJ00
GM0214,67.6,2015JJ00
GM0214,68.2,2016JJ00
GM0214,69.0,2017JJ00
GM0214,69.9,2018JJ00
GM0214,71.1,2019JJ00
GM0214,72.5,2020JJ00
GM0214,72.0,2021JJ00
GM0214,73.5,2022JJ00
GM0214,75.0,2023JJ00
GM0502,65.0,2013JJ00
GM0502,64.2,2014JJ00
GM0502,64.2,2015JJ00
GM0502,65.0,2016JJ00
GM0502,65.3,2017JJ00
GM0502,67.2,2018JJ00
GM0502,68.1,2019JJ00
GM0502,67.0,2020JJ00
GM0502,68.5,2021JJ00
GM0502,70.3,2022JJ00
GM0502,71.2,2023JJ00
GM0383,67.0,2013JJ00
GM0383,67.1,2014JJ00
GM0383,68.4,2015JJ00
GM0383,69.5,2016JJ00
GM0383,70.0,2017JJ00
GM0383,70.2,2018JJ00
GM0383,71.9,2019JJ00
GM0383,71.4,2020JJ00
GM0383,71.7,2021JJ00
GM0383,73.4,2022JJ00
GM0383,74.1,2023JJ00
GM0109,64.6,2013JJ00
GM0109,64.2,2014JJ00
GM0109,64.8,2015JJ00
GM0109,64.2,2016JJ00
GM0109,65.3,2017JJ00
GM0109,65.7,2018JJ00
GM0109,66.6,2019JJ00
GM0109,66.4,2020JJ00
GM0109,67.6,2021JJ00
GM0109,69.3,2022JJ00
GM0109,69.4,2023JJ00
GM1706,66.0,2013JJ00
GM1706,65.3,2014JJ00
GM1706,66.5,2015JJ00
GM1706,66.8,2016JJ00
GM1706,67.6,2017JJ00
GM1706,69.0,2018JJ00
GM1706,69.6,2019JJ00
GM1706,68.2,2020JJ00
GM1706,69.7,2021JJ00
GM1706,70.9,2022JJ00
GM1706,71.2,2023JJ00
GM0216,67.7,2013JJ00
GM0216,66.8,2014JJ00
GM0216,67.1,2015JJ00
GM0216,67.9,2016JJ00
GM0216,68.6,2017JJ00
GM0216,69.6,2018JJ00
GM0216,71.4,2019JJ00
GM0216,71.3,2020JJ00
GM0216,71.5,2021JJ00
GM0216,72.9,2022JJ00
GM0216,74.1,2023JJ00
GM0148,70.3,2013JJ00
GM0148,69.6,2014JJ00
GM0148,71.2,2015JJ00
GM0148,70.3,2016JJ00
GM0148,72.6,2017JJ00
GM0148,72.7,2018JJ00
GM0148,73.7,2019JJ00
GM0148,72.8,2020JJ00
GM0148,74.3,2021JJ00
GM0148,76.1,2022JJ00
GM0148,76.4,2023JJ00
GM1891,64.1,2013JJ00
GM1891,63.4,2014JJ00
GM1891,65.2,2015JJ00
GM1891,65.2,2016JJ00
GM1891,64.9,2017JJ00
GM1891,67.2,2018JJ00
GM1891,68.3,2019JJ00
GM1891,67.9,2020JJ00
GM1891,69.8,2021JJ00
GM1891,70.9,2022JJ00
GM1891,71.8,2023JJ00
GM0503,63.9,2013JJ00
GM0503,63.4,2014JJ00
GM0503,64.2,2015JJ00
GM0503,64.5,2016JJ00
GM0503,64.9,2017JJ00
GM0503,66.5,2018JJ00
GM0503,68.1,2019JJ00
GM0503,65.7,2020JJ00
GM0503,66.9,2021JJ00
GM0503,69.3,2022JJ00
GM0503,72.0,2023JJ00
GM0762,68.3,2013JJ00
GM0762,67.1,2014JJ00
GM0762,68.5,2015JJ00
GM0762,69.0,2016JJ00
GM0762,70.8,2017JJ00
GM0762,70.3,2018JJ00
GM0762,71.6,2019JJ00
GM0762,71.3,2020JJ00
GM0762,72.8,2021JJ00
GM0762,73.3,2022JJ00
GM0762,74.0,2023JJ00
GM0150,68.4,2013JJ00
GM0150,67.5,2014JJ00
GM0150,68.4,2015JJ00
GM0150,67.4,2016JJ00
GM0150,68.8,2017JJ00
GM0150,69.9,2018JJ00
GM0150,70.5,2019JJ00
GM0150,69.6,2020JJ00
GM0150,70.6,2021JJ00
GM0150,72.4,2022JJ00
GM0150,73.3,2023JJ00
GM0384,65.4,2013JJ00
GM0384,66.2,2014JJ00
GM0384,67.1,2015JJ00
GM0384,67.5,2016JJ00
GM0384,68.1,2017JJ00
GM0384,68.8,2018JJ00
GM0384,69.9,2019JJ00
GM0384,70.0,2020JJ00
GM0384,70.9,2021JJ00
GM0384,73.6,2022JJ00
GM0384,73.9,2023JJ00
GM1980,68.2,2013JJ00
GM1980,68.3,2014JJ00
GM1980,68.7,2015JJ00
GM1980,69.6,2016JJ00
GM1980,70.3,2017JJ00
GM1980,70.5,2018JJ00
GM1980,72.1,2019JJ00
GM1980,71.6,2020JJ00
GM1980,73.1,2021JJ00
GM1980,73.9,2022JJ00
GM1980,74.9,2023JJ00
GM1774,70.2,2013JJ00
GM1774,69.7,2014JJ00
GM1774,70.7,2015JJ00
GM1774,70.1,2016JJ00
GM1774,71.9,2017JJ00
GM1774,72.0,2018JJ00
GM1774,73.0,2019JJ00
GM1774,72.3,2020JJ00
GM1774,74.1,2021JJ00
GM1774,74.8,2022JJ00
GM1774,75.2,2023JJ00
GM0221,62.7,2013JJ00
GM0221,61.9,2014JJ00
GM0221,61.2,2015JJ00
GM0221,62.5,2016JJ00
GM0221,63.4,2017JJ00
GM0221,64.0,2018JJ00
GM0221,65.2,2019JJ00
GM0221,63.4,2020JJ00
GM0221,64.7,2021JJ00
GM0221,66.5,2022JJ00
GM0221,67.4,2023JJ00
GM0222,67.4,2013JJ00
GM0222,66.8,2014JJ00
GM0222,66.3,2015JJ00
GM0222,66.9,2016JJ00
GM0222,67.0,2017JJ00
GM0222,68.6,2018JJ00
GM0222,69.5,2019JJ00
GM0222,68.9,2020JJ00
GM0222,70.2,2021JJ00
GM0222,72.4,2022JJ00
GM0222,72.8,2023JJ00
GM0766,68.9,2013JJ00
GM0766,69.0,2014JJ00
GM0766,68.5,2015JJ00
GM0766,69.2,2016JJ00
GM0766,70.7,2017JJ00
GM0766,71.0,2018JJ00
GM0766,73.0,2019JJ00
GM0766,72.7,2020JJ00
GM0766,73.1,2021JJ00
GM0766,74.2,2022JJ00
GM0766,75.7,2023JJ00
GM0505,64.8,2013JJ00
GM0505,64.3,2014JJ00
GM0505,64.1,2015JJ00
GM0505,64.5,2016JJ00
GM0505,66.5,2017JJ00
GM0505,67.6,2018JJ00
GM0505,67.8,2019JJ00
GM0505,67.0,2020JJ00
GM0505,69.1,2021JJ00
GM0505,70.2,2022JJ00
GM0505,72.0,2023JJ00
GM0498,68.4,2013JJ00
GM0498,68.2,2014JJ00
GM0498,68.6,2015JJ00
GM0498,69.2,2016JJ00
GM0498,70.2,2017JJ00
GM0498,70.5,2018JJ00
GM0498,71.4,2019JJ00
GM0498,71.4,2020JJ00
GM0498,72.7,2021JJ00
GM0498,73.7,2022JJ00
GM0498,74.3,2023JJ00
GM1719,69.2,2013JJ00
GM1719,67.9,2014JJ00
GM1719,68.3,2015JJ00
GM1719,69.6,2016JJ00
GM1719,70.2,2017JJ00
GM1719,71.2,2018JJ00
GM1719,71.5,2019JJ00
GM1719,72.1,2020JJ00
GM1719,72.6,2021JJ00
GM1719,73.6,2022JJ00
GM1719,75.0,2023JJ00
GM0303,67.3,2013JJ00
GM0303,67.1,2014JJ00
GM0303,68.6,2015JJ00
GM0303,68.7,2016JJ00
GM0303,70.4,2017JJ00
GM0303,71.6,2018JJ00
GM0303,72.0,2019JJ00
GM0303,72.3,2020JJ00
GM0303,73.0,2021JJ00
GM0303,74.1,2022JJ00
GM0303,74.6,2023JJ00
GM0225,70.2,2013JJ00
GM0225,69.0,2014JJ00
GM0225,69.8,2015JJ00
GM0225,69.6,2016JJ00
GM0225,70.1,2017JJ00
GM0225,71.0,2018JJ00
GM0225,71.9,2019JJ00
GM0225,72.2,2020JJ00
GM0225,72.6,2021JJ00
GM0225,74.2,2022JJ00
GM0225,74.8,2023JJ00
GM0226,70.4,2013JJ00
GM0226,70.0,2014JJ00
GM0226,68.7,2015JJ00
GM0226,69.3,2016JJ00
GM0226,71.6,2017JJ00
GM0226,71.6,2018JJ00
GM0226,72.5,2019JJ00
GM0226,71.9,2020JJ00
GM0226,72.6,2021JJ00
GM0226,74.0,2022JJ00
GM0226,74.3,2023JJ00
GM1711,63.6,2013JJ00
GM1711,63.5,2014JJ00
GM1711,64.4,2015JJ00
GM1711,64.3,2016JJ00
GM1711,65.6,2017JJ00
GM1711,66.5,2018JJ00
GM1711,67.5,2019JJ00
GM1711,66.5,2020JJ00
GM1711,67.3,2021JJ00
GM1711,67.8,2022JJ00
GM1711,68.7,2023JJ00
GM0385,68.3,2013JJ00
GM0385,67.9,2014JJ00
GM0385,69.1,2015JJ00
GM0385,69.4,2016JJ00
GM0385,70.1,2017JJ00
GM0385,71.0,2018JJ00
GM0385,72.3,2019JJ00
GM0385,71.3,2020JJ00
GM0385,72.5,2021JJ00
GM0385,73.6,2022JJ00
GM0385,74.6,2023JJ00
GM0228,68.4,2013JJ00
GM0228,67.8,2014JJ00
GM0228,68.4,2015JJ00
GM0228,67.8,2016JJ00
GM0228,69.6,2017JJ00
GM0228,70.5,2018JJ00
GM0228,70.6,2019JJ00
GM0228,71.4,2020JJ00
GM0228,72.1,2021JJ00
GM0228,74.5,2022JJ00
GM0228,75.7,2023JJ00
GM0317,68.7,2013JJ00
GM0317,68.4,2014JJ00
GM0317,68.4,2015JJ00
GM0317,68.4,2016JJ00
GM0317,69.6,2017JJ00
GM0317,70.3,2018JJ00
GM0317,71.4,2019JJ00
GM0317,71.5,2020JJ00
GM0317,71.8,2021JJ00
GM0317,74.1,2022JJ00
GM0317,75.0,2023JJ00
GM1979,62.2,2013JJ00
GM1979,61.6,2014JJ00
GM1979,62.4,2015JJ00
GM1979,62.9,2016JJ00
GM1979,63.2,2017JJ00
GM1979,64.2,2018JJ00
GM1979,65.0,2019JJ00
GM1979,64.4,2020JJ00
GM1979,66.7,2021JJ00
GM1979,68.0,2022JJ00
GM1979,68.1,2023JJ00
GM0770,68.7,2013JJ00
GM0770,68.7,2014JJ00
GM0770,69.3,2015JJ00
GM0770,69.8,2016JJ00
GM0770,70.5,2017JJ00
GM0770,71.7,2018JJ00
GM0770,73.5,2019JJ00
GM0770,72.5,2020JJ00
GM0770,73.5,2021JJ00
GM0770,74.6,2022JJ00
GM0770,75.5,2023JJ00
GM1903,65.6,2013JJ00
GM1903,66.3,2014JJ00
GM1903,67.1,2015JJ00
GM1903,66.9,2016JJ00
GM1903,68.4,2017JJ00
GM1903,69.3,2018JJ00
GM1903,70.5,2019JJ00
GM1903,69.0,2020JJ00
GM1903,70.5,2021JJ00
GM1903,70.8,2022JJ00
GM1903,71.6,2023JJ00
GM0772,66.1,2013JJ00
GM0772,65.3,2014JJ00
GM0772,65.8,2015JJ00
GM0772,66.9,2016JJ00
GM0772,67.9,2017JJ00
GM0772,69.0,2018JJ00
GM0772,71.2,2019JJ00
GM0772,70.3,2020JJ00
GM0772,71.6,2021JJ00
GM0772,72.3,2022JJ00
GM0772,73.9,2023JJ00
GM0230,69.4,2013JJ00
GM0230,69.5,2014JJ00
GM0230,68.9,2015JJ00
GM0230,69.6,2016JJ00
GM0230,69.9,2017JJ00
GM0230,70.6,2018JJ00
GM0230,72.4,2019JJ00
GM0230,71.8,2020JJ00
GM0230,73.7,2021JJ00
GM0230,75.6,2022JJ00
GM0230,76.2,2023JJ00
GM0114,62.5,2013JJ00
GM0114,62.1,2014JJ00
GM0114,62.5,2015JJ00
GM0114,61.3,2016JJ00
GM0114,62.5,2017JJ00
GM0114,63.2,2018JJ00
GM0114,64.4,2019JJ00
GM0114,63.7,2020JJ00
GM0114,66.2,2021JJ00
GM0114,67.5,2022JJ00
GM0114,67.8,2023JJ00
GM0388,66.8,2013JJ00
GM0388,66.9,2014JJ00
GM0388,66.8,2015JJ00
GM0388,66.6,2016JJ00
GM0388,68.0,2017JJ00
GM0388,69.2,2018JJ00
GM0388,69.2,2019JJ00
GM0388,69.8,2020JJ00
GM0388,69.4,2021JJ00
GM0388,71.6,2022JJ00
GM0388,72.8,2023JJ00
GM0153,62.9,2013JJ00
GM0153,62.8,2014JJ00
GM0153,63.9,2015JJ00
GM0153,62.8,2016JJ00
GM0153,62.2,2017JJ00
GM0153,64.3,2018JJ00
GM0153,65.2,2019JJ00
GM0153,64.4,2020JJ00
GM0153,66.3,2021JJ00
GM0153,69.4,2022JJ00
GM0153,70.3,2023JJ00
GM0232,66.4,2013JJ00
GM0232,65.0,2014JJ00
GM0232,65.3,2015JJ00
GM0232,66.1,2016JJ00
GM0232,67.4,2017JJ00
GM0232,66.7,2018JJ00
GM0232,68.3,2019JJ00
GM0232,67.8,2020JJ00
GM0232,70.2,2021JJ00
GM0232,72.6,2022JJ00
GM0232,73.0,2023JJ00
GM0233,67.3,2013JJ00
GM0233,67.1,2014JJ00
GM0233,67.7,2015JJ00
GM0233,68.1,2016JJ00
GM0233,69.0,2017JJ00
GM0233,69.5,2018JJ00
GM0233,70.8,2019JJ00
GM0233,71.2,2020JJ00
GM0233,71.4,2021JJ00
GM0233,73.6,2022JJ00
GM0233,73.7,2023JJ00
GM0777,68.2,2013JJ00
GM0777,68.0,2014JJ00
GM0777,69.1,2015JJ00
GM0777,69.3,2016JJ00
GM0777,69.0,2017JJ00
GM0777,69.8,2018JJ00
GM0777,71.2,2019JJ00
GM0777,70.5,2020JJ00
GM0777,72.2,2021JJ00
GM0777,72.4,2022JJ00
GM0777,73.8,2023JJ00
GM1940,66.8,2013JJ00
GM1940,66.5,2014JJ00
GM1940,66.6,2015JJ00
GM1940,67.2,2016JJ00
GM1940,68.0,2017JJ00
GM1940,69.3,2018JJ00
GM1940,70.4,2019JJ00
GM1940,71.2,2020JJ00
GM1940,70.9,2021JJ00
GM1940,72.3,2022JJ00
GM1940,72.6,2023JJ00
GM0779,69.6,2013JJ00
GM0779,69.3,2014JJ00
GM0779,68.7,2015JJ00
GM0779,69.4,2016JJ00
GM0779,70.7,2017JJ00
GM0779,72.2,2018JJ00
GM0779,72.9,2019JJ00
GM0779,72.6,2020JJ00
GM0779,73.7,2021JJ00
GM0779,74.6,2022JJ00
GM0779,75.2,2023JJ00
GM1771,66.7,2013JJ00
GM1771,66.4,2014JJ00
GM1771,66.7,2015JJ00
GM1771,67.1,2016JJ00
GM1771,68.6,2017JJ00
GM1771,69.8,2018JJ00
GM1771,70.2,2019JJ00
GM1771,70.4,2020JJ00
GM1771,71.2,2021JJ00
GM1771,71.9,2022JJ00
GM1771,73.5,2023JJ00
GM1652,69.1,2013JJ00
GM1652,68.2,2014JJ00
GM1652,69.0,2015JJ00
GM1652,70.4,2016JJ00
GM1652,71.0,2017JJ00
GM1652,71.2,2018JJ00
GM1652,72.3,2019JJ00
GM1652,71.8,2020JJ00
GM1652,72.8,2021JJ00
GM1652,74.1,2022JJ00
GM1652,74.5,2023JJ00
GM0907,67.5,2013JJ00
GM0907,66.3,2014JJ00
GM0907,67.4,2015JJ00
GM0907,67.5,2016JJ00
GM0907,67.9,2017JJ00
GM0907,69.0,2018JJ00
GM0907,70.4,2019JJ00
GM0907,69.2,2020JJ00
GM0907,70.0,2021JJ00
GM0907,71.2,2022JJ00
GM0907,71.9,2023JJ00
GM0784,69.3,2013JJ00
GM0784,68.3,2014JJ00
GM0784,68.1,2015JJ00
GM0784,68.7,2016JJ00
GM0784,70.2,2017JJ00
GM0784,70.6,2018JJ00
GM0784,72.6,2019JJ00
GM0784,72.1,2020JJ00
GM0784,72.5,2021JJ00
GM0784,73.9,2022JJ00
GM0784,73.8,2023JJ00
GM1924,68.4,2013JJ00
GM1924,68.4,2014JJ00
GM1924,68.4,2015JJ00
GM1924,70.4,2016JJ00
GM1924,70.3,2017JJ00
GM1924,70.5,2018JJ00
