RegioS,WerkzameBeroepsbevolking_3,Perioden
AM23  ,65.0,2020JJ00
AM23  ,64.0,2021JJ00
AM23  ,65.0,2022JJ00
AM23  ,69.0,2023JJ00
AM24  ,87.0,2013JJ00
AM24  ,88.0,2014JJ00
AM24  ,85.0,2015JJ00
AM24  ,92.0,2016JJ00
AM24  ,88.0,2017JJ00
AM24  ,91.0,2018JJ00
AM24  ,89.0,2019JJ00
AM24  ,91.0,2020JJ00
AM24  ,93.0,2021JJ00
AM24  ,92.0,2022JJ00
AM24  ,94.0,2023JJ00
AM25  ,149.0,2013JJ00
AM25  ,144.0,2014JJ00
AM25  ,149.0,2015JJ00
AM25  ,147.0,2016JJ00
AM25  ,152.0,2017JJ00
AM25  ,155.0,2018JJ00
AM25  ,159.0,2019JJ00
AM25  ,154.0,2020JJ00
AM25  ,152.0,2021JJ00
AM25  ,149.0,2022JJ00
AM25  ,151.0,2023JJ00
AM26  ,104.0,2013JJ00
AM26  ,101.0,2014JJ00
AM26  ,103.0,2015JJ00
AM26  ,100.0,2016JJ00
AM26  ,106.0,2017JJ00
AM26  ,107.0,2018JJ00
AM26  ,111.0,2019JJ00
AM26  ,108.0,2020JJ00
AM26  ,114.0,2021JJ00
AM26  ,107.0,2022JJ00
AM26  ,110.0,2023JJ00
AM27  ,131.0,2013JJ00
AM27  ,130.0,2014JJ00
AM27  ,132.0,2015JJ00
AM27  ,131.0,2016JJ00
AM27  ,134.0,2017JJ00
AM27  ,135.0,2018JJ00
AM27  ,137.0,2019JJ00
AM27  ,139.0,2020JJ00
AM27  ,136.0,2021JJ00
AM27  ,131.0,2022JJ00
AM27  ,138.0,2023JJ00
AM28  ,100.0,2013JJ00
AM28  ,96.0,2014JJ00
AM28  ,95.0,2015JJ00
AM28  ,93.0,2016JJ00
AM28  ,100.0,2017JJ00
AM28  ,103.0,2018JJ00
AM28  ,103.0,2019JJ00
AM28  ,97.0,2020JJ00
AM28  ,106.0,2021JJ00
AM28  ,97.0,2022JJ00
AM28  ,97.0,2023JJ00
AM29  ,67.0,2013JJ00
AM29  ,63.0,2014JJ00
AM29  ,64.0,2015JJ00
AM29  ,67.0,2016JJ00
AM29  ,66.0,2017JJ00
AM29  ,64.0,2018JJ00
AM29  ,67.0,2019JJ00
AM29  ,66.0,2020JJ00
AM29  ,65.0,2021JJ00
AM29  ,65.0,2022JJ00
AM29  ,65.0,2023JJ00
AM30  ,128.0,2013JJ00
AM30  ,127.0,2014JJ00
AM30  ,124.0,2015JJ00
AM30  ,125.0,2016JJ00
AM30  ,121.0,2017JJ00
AM30  ,125.0,2018JJ00
AM30  ,127.0,2019JJ00
AM30  ,123.0,2020JJ00
AM30  ,114.0,2021JJ00
AM30  ,118.0,2022JJ00
AM30  ,119.0,2023JJ00
AM32  ,57.0,2013JJ00
AM32  ,55.0,2014JJ00
AM32  ,57.0,2015JJ00
AM32  ,59.0,2016JJ00
AM32  ,58.0,2017JJ00
AM32  ,59.0,2018JJ00
AM32  ,61.0,2019JJ00
AM32  ,57.0,2020JJ00
AM32  ,58.0,2021JJ00
AM32  ,56.0,2022JJ00
AM32  ,59.0,2023JJ00
AM33  ,59.0,2013JJ00
AM33  ,59.0,2014JJ00
AM33  ,58.0,2015JJ00
AM33  ,59.0,2016JJ00
AM33  ,58.0,2017JJ00
AM33  ,59.0,2018JJ00
AM33  ,59.0,2019JJ00
AM33  ,56.0,2020JJ00
AM33  ,53.0,2021JJ00
AM33  ,54.0,2022JJ00
AM33  ,54.0,2023JJ00
AM34  ,68.0,2013JJ00
AM34  ,72.0,2014JJ00
AM34  ,68.0,2015JJ00
AM34  ,70.0,2016JJ00
AM34  ,72.0,2017JJ00
AM34  ,71.0,2018JJ00
AM34  ,74.0,2019JJ00
AM34  ,74.0,2020JJ00
AM34  ,75.0,2021JJ00
AM34  ,74.0,2022JJ00
AM34  ,75.0,2023JJ00
AM35  ,32.0,2013JJ00
AM35  ,32.0,2014JJ00
AM35  ,31.0,2015JJ00
AM35  ,31.0,2016JJ00
AM35  ,32.0,2017JJ00
AM35  ,32.0,2018JJ00
AM35  ,32.0,2019JJ00
AM35  ,33.0,2020JJ00
AM35  ,32.0,2021JJ00
AM35  ,34.0,2022JJ00
AM35  ,36.0,2023JJ00
AM36  ,121.0,2013JJ00
AM36  ,125.0,2014JJ00
AM36  ,125.0,2015JJ00
AM36  ,124.0,2016JJ00
AM36  ,128.0,2017JJ00
AM36  ,130.0,2018JJ00
AM36  ,131.0,2019JJ00
AM36  ,125.0,2020JJ00
AM36  ,127.0,2021JJ00
AM36  ,132.0,2022JJ00
AM36  ,134.0,2023JJ00
AM37  ,76.0,2013JJ00
AM37  ,75.0,2014JJ00
AM37  ,72.0,2015JJ00
AM37  ,74.0,2016JJ00
AM37  ,74.0,2017JJ00
AM37  ,73.0,2018JJ00
AM37  ,72.0,2019JJ00
AM37  ,75.0,2020JJ00
AM37  ,78.0,2021JJ00
AM37  ,74.0,2022JJ00
AM37  ,70.0,2023JJ00
AM38  ,70.0,2013JJ00
AM38  ,69.0,2014JJ00
AM38  ,68.0,2015JJ00
AM38  ,71.0,2016JJ00
AM38  ,71.0,2017JJ00
AM38  ,72.0,2018JJ00
AM38  ,71.0,2019JJ00
AM38  ,74.0,2020JJ00
AM38  ,72.0,2021JJ00
AM38  ,75.0,2022JJ00
AM38  ,77.0,2023JJ00
AM99  ,,2013JJ00
AM99  ,,2014JJ00
AM99  ,,2015JJ00
AM99  ,,2016JJ00
AM99  ,,2017JJ00
AM99  ,,2018JJ00
AM99  ,,2019JJ00
AM99  ,,2020JJ00
AM99  ,,2021JJ00
AM99  ,,2022JJ00
AM99  ,,2023JJ00
NL01  ,2803.0,2013JJ00
NL01  ,2892.0,2014JJ00
NL01  ,2994.0,2015JJ00
NL01  ,3053.0,2016JJ00
NL01  ,3180.0,2017JJ00
NL01  ,3331.0,2018JJ00
NL01  ,3464.0,2019JJ00
NL01  ,3581.0,2020JJ00
NL01  ,3779.0,2021JJ00
NL01  ,3984.0,2022JJ00
NL01  ,4007.0,2023JJ00
LD01  ,236.0,2013JJ00
LD01  ,238.0,2014JJ00
LD01  ,249.0,2015JJ00
LD01  ,256.0,2016JJ00
LD01  ,263.0,2017JJ00
LD01  ,279.0,2018JJ00
LD01  ,290.0,2019JJ00
LD01  ,298.0,2020JJ00
LD01  ,315.0,2021JJ00
LD01  ,325.0,2022JJ00
LD01  ,341.0,2023JJ00
LD02  ,553.0,2013JJ00
LD02  ,567.0,2014JJ00
LD02  ,582.0,2015JJ00
LD02  ,587.0,2016JJ00
LD02  ,611.0,2017JJ00
LD02  ,629.0,2018JJ00
LD02  ,659.0,2019JJ00
LD02  ,687.0,2020JJ00
LD02  ,752.0,2021JJ00
LD02  ,776.0,2022JJ00
LD02  ,783.0,2023JJ00
LD03  ,1460.0,2013JJ00
LD03  ,1517.0,2014JJ00
LD03  ,1576.0,2015JJ00
LD03  ,1601.0,2016JJ00
LD03  ,1678.0,2017JJ00
LD03  ,1772.0,2018JJ00
LD03  ,1838.0,2019JJ00
LD03  ,1893.0,2020JJ00
LD03  ,1951.0,2021JJ00
LD03  ,2088.0,2022JJ00
LD03  ,2083.0,2023JJ00
LD04  ,553.0,2013JJ00
LD04  ,570.0,2014JJ00
LD04  ,588.0,2015JJ00
LD04  ,609.0,2016JJ00
LD04  ,628.0,2017JJ00
LD04  ,651.0,2018JJ00
LD04  ,678.0,2019JJ00
LD04  ,704.0,2020JJ00
LD04  ,761.0,2021JJ00
LD04  ,795.0,2022JJ00
LD04  ,801.0,2023JJ00
PV20  ,92.0,2013JJ00
PV20  ,91.0,2014JJ00
PV20  ,97.0,2015JJ00
PV20  ,100.0,2016JJ00
PV20  ,105.0,2017JJ00
PV20  ,106.0,2018JJ00
PV20  ,109.0,2019JJ00
PV20  ,116.0,2020JJ00
PV20  ,123.0,2021JJ00
PV20  ,126.0,2022JJ00
PV20  ,131.0,2023JJ00
PV21  ,83.0,2013JJ00
PV21  ,81.0,2014JJ00
PV21  ,82.0,2015JJ00
PV21  ,88.0,2016JJ00
PV21  ,88.0,2017JJ00
PV21  ,99.0,2018JJ00
PV21  ,102.0,2019JJ00
PV21  ,102.0,2020JJ00
PV21  ,108.0,2021JJ00
PV21  ,111.0,2022JJ00
PV21  ,119.0,2023JJ00
PV22  ,61.0,2013JJ00
PV22  ,66.0,2014JJ00
PV22  ,69.0,2015JJ00
PV22  ,68.0,2016JJ00
PV22  ,70.0,2017JJ00
PV22  ,74.0,2018JJ00
PV22  ,79.0,2019JJ00
PV22  ,80.0,2020JJ00
PV22  ,84.0,2021JJ00
PV22  ,89.0,2022JJ00
PV22  ,91.0,2023JJ00
PV23  ,167.0,2013JJ00
PV23  ,169.0,2014JJ00
PV23  ,175.0,2015JJ00
PV23  ,183.0,2016JJ00
PV23  ,185.0,2017JJ00
PV23  ,187.0,2018JJ00
PV23  ,195.0,2019JJ00
PV23  ,203.0,2020JJ00
PV23  ,227.0,2021JJ00
PV23  ,235.0,2022JJ00
PV23  ,235.0,2023JJ00
PV24  ,57.0,2013JJ00
PV24  ,58.0,2014JJ00
PV24  ,62.0,2015JJ00
PV24  ,61.0,2016JJ00
PV24  ,66.0,2017JJ00
PV24  ,65.0,2018JJ00
PV24  ,69.0,2019JJ00
PV24  ,76.0,2020JJ00
PV24  ,81.0,2021JJ00
PV24  ,82.0,2022JJ00
PV24  ,88.0,2023JJ00
PV25  ,329.0,2013JJ00
PV25  ,340.0,2014JJ00
PV25  ,345.0,2015JJ00
PV25  ,344.0,2016JJ00
PV25  ,360.0,2017JJ00
PV25  ,377.0,2018JJ00
PV25  ,395.0,2019JJ00
PV25  ,408.0,2020JJ00
PV25  ,444.0,2021JJ00
PV25  ,459.0,2022JJ00
PV25  ,459.0,2023JJ00
PV26  ,285.0,2013JJ00
PV26  ,293.0,2014JJ00
PV26  ,304.0,2015JJ00
PV26  ,310.0,2016JJ00
PV26  ,327.0,2017JJ00
PV26  ,351.0,2018JJ00
PV26  ,366.0,2019JJ00
PV26  ,378.0,2020JJ00
PV26  ,370.0,2021JJ00
PV26  ,406.0,2022JJ00
PV26  ,406.0,2023JJ00
PV27  ,534.0,2013JJ00
PV27  ,565.0,2014JJ00
PV27  ,577.0,2015JJ00
PV27  ,595.0,2016JJ00
PV27  ,628.0,2017JJ00
PV27  ,651.0,2018JJ00
PV27  ,680.0,2019JJ00
PV27  ,687.0,2020JJ00
PV27  ,710.0,2021JJ00
PV27  ,761.0,2022JJ00
PV27  ,755.0,2023JJ00
PV28  ,597.0,2013JJ00
PV28  ,612.0,2014JJ00
PV28  ,647.0,2015JJ00
PV28  ,648.0,2016JJ00
PV28  ,672.0,2017JJ00
PV28  ,716.0,2018JJ00
PV28  ,739.0,2019JJ00
PV28  ,772.0,2020JJ00
PV28  ,811.0,2021JJ00
PV28  ,858.0,2022JJ00
PV28  ,860.0,2023JJ00
PV29  ,44.0,2013JJ00
PV29  ,47.0,2014JJ00
PV29  ,48.0,2015JJ00
PV29  ,48.0,2016JJ00
PV29  ,51.0,2017JJ00
PV29  ,54.0,2018JJ00
PV29  ,52.0,2019JJ00
PV29  ,56.0,2020JJ00
PV29  ,60.0,2021JJ00
PV29  ,63.0,2022JJ00
PV29  ,62.0,2023JJ00
PV30  ,400.0,2013JJ00
PV30  ,413.0,2014JJ00
PV30  ,423.0,2015JJ00
PV30  ,442.0,2016JJ00
PV30  ,454.0,2017JJ00
PV30  ,468.0,2018JJ00
PV30  ,494.0,2019JJ00
PV30  ,520.0,2020JJ00
PV30  ,544.0,2021JJ00
PV30  ,580.0,2022JJ00
PV30  ,587.0,2023JJ00
PV31  ,153.0,2013JJ00
PV31  ,158.0,2014JJ00
PV31  ,165.0,2015JJ00
PV31  ,167.0,2016JJ00
PV31  ,174.0,2017JJ00
PV31  ,183.0,2018JJ00
PV31  ,184.0,2019JJ00
PV31  ,184.0,2020JJ00
PV31  ,218.0,2021JJ00
PV31  ,215.0,2022JJ00
PV31  ,214.0,2023JJ00
CR01  ,12.0,2013JJ00
CR01  ,11.0,2014JJ00
CR01  ,14.0,2015JJ00
CR01  ,13.0,2016JJ00
CR01  ,14.0,2017JJ00
CR01  ,14.0,2018JJ00
CR01  ,15.0,2019JJ00
CR01  ,17.0,2020JJ00
CR01  ,20.0,2021JJ00
CR01  ,19.0,2022JJ00
CR01  ,21.0,2023JJ00
CR02  ,4.0,2013JJ00
CR02  ,4.0,2014JJ00
CR02  ,5.0,2015JJ00
CR02  ,4.0,2016JJ00
CR02  ,5.0,2017JJ00
CR02  ,5.0,2018JJ00
CR02  ,5.0,2019JJ00
CR02  ,5.0,2020JJ00
CR02  ,6.0,2021JJ00
CR02  ,6.0,2022JJ00
CR02  ,6.0,2023JJ00
CR03  ,76.0,2013JJ00
CR03  ,75.0,2014JJ00
CR03  ,79.0,2015JJ00
CR03  ,83.0,2016JJ00
CR03  ,87.0,2017JJ00
CR03  ,86.0,2018JJ00
CR03  ,88.0,2019JJ00
CR03  ,94.0,2020JJ00
CR03  ,97.0,2021JJ00
CR03  ,100.0,2022JJ00
CR03  ,105.0,2023JJ00
CR04  ,44.0,2013JJ00
CR04  ,42.0,2014JJ00
CR04  ,42.0,2015JJ00
CR04  ,44.0,2016JJ00
CR04  ,44.0,2017JJ00
CR04  ,51.0,2018JJ00
CR04  ,52.0,2019JJ00
CR04  ,51.0,2020JJ00
CR04  ,54.0,2021JJ00
CR04  ,55.0,2022JJ00
CR04  ,60.0,2023JJ00
CR05  ,16.0,2013JJ00
CR05  ,17.0,2014JJ00
CR05  ,18.0,2015JJ00
CR05  ,20.0,2016JJ00
CR05  ,20.0,2017JJ00
CR05  ,20.0,2018JJ00
CR05  ,20.0,2019JJ00
CR05  ,22.0,2020JJ00
CR05  ,23.0,2021JJ00
CR05  ,23.0,2022JJ00
CR05  ,23.0,2023JJ00
CR06  ,23.0,2013JJ00
CR06  ,23.0,2014JJ00
CR06  ,22.0,2015JJ00
CR06  ,23.0,2016JJ00
CR06  ,23.0,2017JJ00
CR06  ,29.0,2018JJ00
CR06  ,29.0,2019JJ00
CR06  ,29.0,2020JJ00
CR06  ,31.0,2021JJ00
CR06  ,33.0,2022JJ00
CR06  ,36.0,2023JJ00
CR07  ,30.0,2013JJ00
CR07  ,33.0,2014JJ00
CR07  ,33.0,2015JJ00
CR07  ,33.0,2016JJ00
CR07  ,32.0,2017JJ00
CR07  ,36.0,2018JJ00
CR07  ,37.0,2019JJ00
CR07  ,39.0,2020JJ00
CR07  ,38.0,2021JJ00
CR07  ,43.0,2022JJ00
CR07  ,43.0,2023JJ00
CR08  ,15.0,2013JJ00
CR08  ,16.0,2014JJ00
CR08  ,19.0,2015JJ00
CR08  ,18.0,2016JJ00
CR08  ,19.0,2017JJ00
CR08  ,19.0,2018JJ00
CR08  ,21.0,2019JJ00
CR08  ,20.0,2020JJ00
CR08  ,22.0,2021JJ00
CR08  ,23.0,2022JJ00
CR08  ,23.0,2023JJ00
CR09  ,16.0,2013JJ00
CR09  ,16.0,2014JJ00
CR09  ,17.0,2015JJ00
CR09  ,17.0,2016JJ00
CR09  ,19.0,2017JJ00
CR09  ,20.0,2018JJ00
CR09  ,21.0,2019JJ00
CR09  ,20.0,2020JJ00
CR09  ,24.0,2021JJ00
CR09  ,23.0,2022JJ00
CR09  ,25.0,2023JJ00
CR10  ,54.0,2013JJ00
CR10  ,54.0,2014JJ00
CR10  ,56.0,2015JJ00
CR10  ,60.0,2016JJ00
CR10  ,61.0,2017JJ00
CR10  ,59.0,2018JJ00
CR10  ,61.0,2019JJ00
CR10  ,70.0,2020JJ00
CR10  ,73.0,2021JJ00
CR10  ,76.0,2022JJ00
CR10  ,78.0,2023JJ00
CR11  ,27.0,2013JJ00
CR11  ,25.0,2014JJ00
CR11  ,28.0,2015JJ00
CR11  ,29.0,2016JJ00
CR11  ,29.0,2017JJ00
CR11  ,30.0,2018JJ00
CR11  ,29.0,2019JJ00
CR11  ,31.0,2020JJ00
CR11  ,33.0,2021JJ00
CR11  ,35.0,2022JJ00
CR11  ,36.0,2023JJ00
CR12  ,87.0,2013JJ00
CR12  ,89.0,2014JJ00
CR12  ,91.0,2015JJ00
CR12  ,94.0,2016JJ00
CR12  ,95.0,2017JJ00
CR12  ,98.0,2018JJ00
CR12  ,105.0,2019JJ00
CR12  ,102.0,2020JJ00
CR12  ,121.0,2021JJ00
CR12  ,124.0,2022JJ00
CR12  ,122.0,2023JJ00
CR13  ,101.0,2013JJ00
CR13  ,103.0,2014JJ00
CR13  ,106.0,2015JJ00
CR13  ,105.0,2016JJ00
CR13  ,109.0,2017JJ00
CR13  ,114.0,2018JJ00
CR13  ,122.0,2019JJ00
CR13  ,128.0,2020JJ00
CR13  ,140.0,2021JJ00
CR13  ,146.0,2022JJ00
CR13  ,146.0,2023JJ00
CR14  ,52.0,2013JJ00
CR14  ,55.0,2014JJ00
CR14  ,56.0,2015JJ00
CR14  ,55.0,2016JJ00
CR14  ,58.0,2017JJ00
CR14  ,60.0,2018JJ00
CR14  ,61.0,2019JJ00
CR14  ,62.0,2020JJ00
CR14  ,71.0,2021JJ00
CR14  ,72.0,2022JJ00
CR14  ,74.0,2023JJ00
CR15  ,143.0,2013JJ00
CR15  ,149.0,2014JJ00
CR15  ,149.0,2015JJ00
CR15  ,150.0,2016JJ00
CR15  ,156.0,2017JJ00
CR15  ,161.0,2018JJ00
CR15  ,168.0,2019JJ00
CR15  ,173.0,2020JJ00
CR15  ,185.0,2021JJ00
CR15  ,189.0,2022JJ00
CR15  ,191.0,2023JJ00
CR16  ,33.0,2013JJ00
CR16  ,33.0,2014JJ00
CR16  ,34.0,2015JJ00
CR16  ,33.0,2016JJ00
CR16  ,37.0,2017JJ00
CR16  ,41.0,2018JJ00
CR16  ,44.0,2019JJ00
CR16  ,44.0,2020JJ00
CR16  ,49.0,2021JJ00
CR16  ,52.0,2022JJ00
CR16  ,48.0,2023JJ00
CR17  ,285.0,2013JJ00
CR17  ,293.0,2014JJ00
CR17  ,304.0,2015JJ00
CR17  ,310.0,2016JJ00
CR17  ,327.0,2017JJ00
CR17  ,351.0,2018JJ00
CR17  ,366.0,2019JJ00
CR17  ,378.0,2020JJ00
CR17  ,370.0,2021JJ00
CR17  ,406.0,2022JJ00
CR17  ,406.0,2023JJ00
CR18  ,43.0,2013JJ00
CR18  ,48.0,2014JJ00
CR18  ,49.0,2015JJ00
CR18  ,51.0,2016JJ00
CR18  ,53.0,2017JJ00
CR18  ,51.0,2018JJ00
CR18  ,55.0,2019JJ00
CR18  ,56.0,2020JJ00
CR18  ,64.0,2021JJ00
CR18  ,66.0,2022JJ00
CR18  ,66.0,2023JJ00
CR19  ,38.0,2013JJ00
CR19  ,45.0,2014JJ00
CR19  ,39.0,2015JJ00
CR19  ,37.0,2016JJ00
CR19  ,42.0,2017JJ00
CR19  ,42.0,2018JJ00
CR19  ,47.0,2019JJ00
CR19  ,48.0,2020JJ00
CR19  ,47.0,2021JJ00
CR19  ,53.0,2022JJ00
CR19  ,49.0,2023JJ00
CR20  ,28.0,2013JJ00
CR20  ,32.0,2014JJ00
CR20  ,35.0,2015JJ00
CR20  ,32.0,2016JJ00
CR20  ,32.0,2017JJ00
CR20  ,36.0,2018JJ00
CR20  ,37.0,2019JJ00
CR20  ,35.0,2020JJ00
CR20  ,40.0,2021JJ00
CR20  ,41.0,2022JJ00
CR20  ,43.0,2023JJ00
CR21  ,48.0,2013JJ00
CR21  ,51.0,2014JJ00
CR21  ,53.0,2015JJ00
CR21  ,53.0,2016JJ00
CR21  ,57.0,2017JJ00
CR21  ,60.0,2018JJ00
CR21  ,63.0,2019JJ00
CR21  ,63.0,2020JJ00
CR21  ,59.0,2021JJ00
CR21  ,64.0,2022JJ00
CR21  ,67.0,2023JJ00
CR22  ,23.0,2013JJ00
CR22  ,21.0,2014JJ00
CR22  ,23.0,2015JJ00
CR22  ,24.0,2016JJ00
CR22  ,25.0,2017JJ00
CR22  ,25.0,2018JJ00
CR22  ,25.0,2019JJ00
CR22  ,29.0,2020JJ00
CR22  ,32.0,2021JJ00
CR22  ,30.0,2022JJ00
CR22  ,31.0,2023JJ00
CR23  ,312.0,2013JJ00
CR23  ,321.0,2014JJ00
CR23  ,333.0,2015JJ00
CR23  ,352.0,2016JJ00
CR23  ,370.0,2017JJ00
CR23  ,386.0,2018JJ00
CR23  ,398.0,2019JJ00
CR23  ,398.0,2020JJ00
CR23  ,414.0,2021JJ00
CR23  ,447.0,2022JJ00
CR23  ,435.0,2023JJ00
CR24  ,42.0,2013JJ00
CR24  ,47.0,2014JJ00
CR24  ,46.0,2015JJ00
CR24  ,45.0,2016JJ00
CR24  ,50.0,2017JJ00
CR24  ,51.0,2018JJ00
CR24  ,56.0,2019JJ00
CR24  ,58.0,2020JJ00
CR24  ,54.0,2021JJ00
CR24  ,61.0,2022JJ00
CR24  ,63.0,2023JJ00
CR25  ,81.0,2013JJ00
CR25  ,85.0,2014JJ00
CR25  ,89.0,2015JJ00
CR25  ,88.0,2016JJ00
CR25  ,88.0,2017JJ00
CR25  ,93.0,2018JJ00
CR25  ,103.0,2019JJ00
CR25  ,101.0,2020JJ00
CR25  ,106.0,2021JJ00
CR25  ,109.0,2022JJ00
CR25  ,113.0,2023JJ00
CR26  ,165.0,2013JJ00
CR26  ,165.0,2014JJ00
CR26  ,177.0,2015JJ00
CR26  ,175.0,2016JJ00
CR26  ,182.0,2017JJ00
CR26  ,193.0,2018JJ00
CR26  ,198.0,2019JJ00
CR26  ,204.0,2020JJ00
CR26  ,210.0,2021JJ00
CR26  ,222.0,2022JJ00
CR26  ,229.0,2023JJ00
CR27  ,40.0,2013JJ00
CR27  ,42.0,2014JJ00
CR27  ,45.0,2015JJ00
CR27  ,43.0,2016JJ00
CR27  ,48.0,2017JJ00
CR27  ,50.0,2018JJ00
CR27  ,51.0,2019JJ00
CR27  ,55.0,2020JJ00
CR27  ,51.0,2021JJ00
CR27  ,59.0,2022JJ00
CR27  ,60.0,2023JJ00
CR28  ,50.0,2013JJ00
CR28  ,53.0,2014JJ00
CR28  ,54.0,2015JJ00
CR28  ,56.0,2016JJ00
CR28  ,56.0,2017JJ00
CR28  ,60.0,2018JJ00
CR28  ,60.0,2019JJ00
CR28  ,65.0,2020JJ00
CR28  ,70.0,2021JJ00
CR28  ,73.0,2022JJ00
CR28  ,73.0,2023JJ00
CR29  ,216.0,2013JJ00
CR29  ,216.0,2014JJ00
CR29  ,229.0,2015JJ00
CR29  ,233.0,2016JJ00
CR29  ,243.0,2017JJ00
CR29  ,260.0,2018JJ00
CR29  ,266.0,2019JJ00
CR29  ,283.0,2020JJ00
CR29  ,304.0,2021JJ00
CR29  ,322.0,2022JJ00
CR29  ,317.0,2023JJ00
CR30  ,45.0,2013JJ00
CR30  ,51.0,2014JJ00
CR30  ,53.0,2015JJ00
CR30  ,53.0,2016JJ00
CR30  ,56.0,2017JJ00
CR30  ,59.0,2018JJ00
CR30  ,62.0,2019JJ00
CR30  ,64.0,2020JJ00
CR30  ,69.0,2021JJ00
CR30  ,73.0,2022JJ00
CR30  ,68.0,2023JJ00
CR31  ,11.0,2013JJ00
CR31  ,11.0,2014JJ00
CR31  ,11.0,2015JJ00
CR31  ,12.0,2016JJ00
CR31  ,13.0,2017JJ00
CR31  ,15.0,2018JJ00
CR31  ,13.0,2019JJ00
CR31  ,12.0,2020JJ00
CR31  ,15.0,2021JJ00
CR31  ,14.0,2022JJ00
CR31  ,15.0,2023JJ00
CR32  ,33.0,2013JJ00
CR32  ,35.0,2014JJ00
CR32  ,37.0,2015JJ00
CR32  ,36.0,2016JJ00
CR32  ,38.0,2017JJ00
CR32  ,39.0,2018JJ00
CR32  ,39.0,2019JJ00
CR32  ,44.0,2020JJ00
CR32  ,46.0,2021JJ00
CR32  ,48.0,2022JJ00
CR32  ,47.0,2023JJ00
CR33  ,100.0,2013JJ00
CR33  ,104.0,2014JJ00
CR33  ,103.0,2015JJ00
CR33  ,107.0,2016JJ00
CR33  ,110.0,2017JJ00
CR33  ,113.0,2018JJ00
CR33  ,118.0,2019JJ00
CR33  ,123.0,2020JJ00
CR33  ,129.0,2021JJ00
CR33  ,132.0,2022JJ00
CR33  ,138.0,2023JJ00
CR34  ,73.0,2013JJ00
CR34  ,74.0,2014JJ00
CR34  ,76.0,2015JJ00
CR34  ,84.0,2016JJ00
CR34  ,85.0,2017JJ00
CR34  ,88.0,2018JJ00
CR34  ,91.0,2019JJ00
CR34  ,97.0,2020JJ00
CR34  ,100.0,2021JJ00
CR34  ,105.0,2022JJ00
CR34  ,106.0,2023JJ00
CR35  ,105.0,2013JJ00
CR35  ,103.0,2014JJ00
CR35  ,108.0,2015JJ00
CR35  ,112.0,2016JJ00
CR35  ,117.0,2017JJ00
CR35  ,119.0,2018JJ00
CR35  ,125.0,2019JJ00
CR35  ,130.0,2020JJ00
CR35  ,142.0,2021JJ00
CR35  ,153.0,2022JJ00
CR35  ,147.0,2023JJ00
CR36  ,123.0,2013JJ00
CR36  ,131.0,2014JJ00
CR36  ,134.0,2015JJ00
CR36  ,140.0,2016JJ00
CR36  ,142.0,2017JJ00
CR36  ,148.0,2018JJ00
CR36  ,160.0,2019JJ00
CR36  ,169.0,2020JJ00
CR36  ,173.0,2021JJ00
CR36  ,191.0,2022JJ00
CR36  ,196.0,2023JJ00
CR37  ,34.0,2013JJ00
CR37  ,37.0,2014JJ00
CR37  ,38.0,2015JJ00
CR37  ,39.0,2016JJ00
CR37  ,39.0,2017JJ00
CR37  ,45.0,2018JJ00
CR37  ,45.0,2019JJ00
CR37  ,44.0,2020JJ00
CR37  ,51.0,2021JJ00
CR37  ,51.0,2022JJ00
CR37  ,52.0,2023JJ00
CR38  ,33.0,2013JJ00
CR38  ,32.0,2014JJ00
CR38  ,34.0,2015JJ00
CR38  ,36.0,2016JJ00
CR38  ,38.0,2017JJ00
CR38  ,39.0,2018JJ00
CR38  ,43.0,2019JJ00
CR38  ,43.0,2020JJ00
CR38  ,47.0,2021JJ00
CR38  ,48.0,2022JJ00
CR38  ,48.0,2023JJ00
CR39  ,86.0,2013JJ00
CR39  ,89.0,2014JJ00
CR39  ,93.0,2015JJ00
CR39  ,91.0,2016JJ00
CR39  ,97.0,2017JJ00
CR39  ,100.0,2018JJ00
CR39  ,97.0,2019JJ00
CR39  ,97.0,2020JJ00
CR39  ,119.0,2021JJ00
CR39  ,116.0,2022JJ00
CR39  ,114.0,2023JJ00
CR40  ,57.0,2013JJ00
CR40  ,58.0,2014JJ00
CR40  ,62.0,2015JJ00
CR40  ,61.0,2016JJ00
CR40  ,66.0,2017JJ00
CR40  ,65.0,2018JJ00
CR40  ,69.0,2019JJ00
CR40  ,76.0,2020JJ00
CR40  ,81.0,2021JJ00
CR40  ,82.0,2022JJ00
CR40  ,88.0,2023JJ00
GM1680,4.0,2013JJ00
GM1680,4.0,2014JJ00
GM1680,4.0,2015JJ00
GM1680,4.0,2016JJ00
GM1680,4.0,2017JJ00
GM1680,5.0,2018JJ00
GM1680,5.0,2019JJ00
GM1680,6.0,2020JJ00
GM1680,4.0,2021JJ00
GM1680,5.0,2022JJ00
GM1680,6.0,2023JJ00
GM0358,6.0,2013JJ00
GM0358,5.0,2014JJ00
GM0358,5.0,2015JJ00
GM0358,5.0,2016JJ00
GM0358,5.0,2017JJ00
GM0358,6.0,2018JJ00
GM0358,6.0,2019JJ00
GM0358,4.0,2020JJ00
GM0358,7.0,2021JJ00
GM0358,8.0,2022JJ00
GM0358,8.0,2023JJ00
GM0197,3.0,2013JJ00
GM0197,3.0,2014JJ00
GM0197,3.0,2015JJ00
GM0197,3.0,2016JJ00
GM0197,3.0,2017JJ00
GM0197,4.0,2018JJ00
