RegioS,Werkloosheidspercentage_13,Perioden
GM0106,7.3,2016JJ00
GM0106,6.2,2017JJ00
GM0106,5.2,2018JJ00
GM0106,4.1,2019JJ00
GM0106,4.8,2020JJ00
GM0106,3.7,2021JJ00
GM0106,3.5,2022JJ00
GM0106,3.6,2023JJ00
GM0743,6.6,2013JJ00
GM0743,7.0,2014JJ00
GM0743,6.7,2015JJ00
GM0743,5.8,2016JJ00
GM0743,5.0,2017JJ00
GM0743,4.1,2018JJ00
GM0743,3.8,2019JJ00
GM0743,4.2,2020JJ00
GM0743,3.1,2021JJ00
GM0743,2.9,2022JJ00
GM0743,2.9,2023JJ00
GM0744,7.2,2013JJ00
GM0744,7.3,2014JJ00
GM0744,7.2,2015JJ00
GM0744,6.0,2016JJ00
GM0744,5.1,2017JJ00
GM0744,4.2,2018JJ00
GM0744,4.1,2019JJ00
GM0744,4.0,2020JJ00
GM0744,3.3,2021JJ00
GM0744,2.8,2022JJ00
GM0744,2.9,2023JJ00
GM0308,7.4,2013JJ00
GM0308,7.3,2014JJ00
GM0308,7.6,2015JJ00
GM0308,6.4,2016JJ00
GM0308,5.2,2017JJ00
GM0308,4.4,2018JJ00
GM0308,4.0,2019JJ00
GM0308,4.3,2020JJ00
GM0308,3.4,2021JJ00
GM0308,3.3,2022JJ00
GM0308,3.3,2023JJ00
GM0489,7.2,2013JJ00
GM0489,7.2,2014JJ00
GM0489,6.7,2015JJ00
GM0489,6.0,2016JJ00
GM0489,5.4,2017JJ00
GM0489,4.5,2018JJ00
GM0489,3.7,2019JJ00
GM0489,4.4,2020JJ00
GM0489,3.9,2021JJ00
GM0489,3.4,2022JJ00
GM0489,3.2,2023JJ00
GM0203,6.2,2013JJ00
GM0203,6.5,2014JJ00
GM0203,5.7,2015JJ00
GM0203,5.2,2016JJ00
GM0203,4.5,2017JJ00
GM0203,3.7,2018JJ00
GM0203,3.3,2019JJ00
GM0203,3.7,2020JJ00
GM0203,3.2,2021JJ00
GM0203,2.9,2022JJ00
GM0203,2.8,2023JJ00
GM0888,7.3,2013JJ00
GM0888,7.1,2014JJ00
GM0888,7.1,2015JJ00
GM0888,6.1,2016JJ00
GM0888,5.0,2017JJ00
GM0888,4.5,2018JJ00
GM0888,4.1,2019JJ00
GM0888,4.4,2020JJ00
GM0888,3.4,2021JJ00
GM0888,3.2,2022JJ00
GM0888,3.1,2023JJ00
GM1954,7.3,2013JJ00
GM1954,7.3,2014JJ00
GM1954,6.6,2015JJ00
GM1954,6.0,2016JJ00
GM1954,5.1,2017JJ00
GM1954,4.3,2018JJ00
GM1954,3.7,2019JJ00
GM1954,4.2,2020JJ00
GM1954,3.1,2021JJ00
GM1954,2.9,2022JJ00
GM1954,2.9,2023JJ00
GM0889,7.6,2013JJ00
GM0889,7.6,2014JJ00
GM0889,7.5,2015JJ00
GM0889,6.8,2016JJ00
GM0889,5.3,2017JJ00
GM0889,4.3,2018JJ00
GM0889,3.9,2019JJ00
GM0889,4.5,2020JJ00
GM0889,3.6,2021JJ00
GM0889,3.1,2022JJ00
GM0889,3.1,2023JJ00
GM1945,7.7,2013JJ00
GM1945,7.9,2014JJ00
GM1945,7.2,2015JJ00
GM1945,6.3,2016JJ00
GM1945,5.6,2017JJ00
GM1945,4.6,2018JJ00
GM1945,4.1,2019JJ00
GM1945,4.5,2020JJ00
GM1945,3.3,2021JJ00
GM1945,3.0,2022JJ00
GM1945,3.0,2023JJ00
GM1724,6.6,2013JJ00
GM1724,6.7,2014JJ00
GM1724,6.4,2015JJ00
GM1724,5.5,2016JJ00
GM1724,4.4,2017JJ00
GM1724,3.7,2018JJ00
GM1724,3.4,2019JJ00
GM1724,3.9,2020JJ00
GM1724,2.7,2021JJ00
GM1724,2.8,2022JJ00
GM1724,2.7,2023JJ00
GM0893,7.3,2013JJ00
GM0893,7.3,2014JJ00
GM0893,6.8,2015JJ00
GM0893,6.2,2016JJ00
GM0893,5.3,2017JJ00
GM0893,4.4,2018JJ00
GM0893,3.8,2019JJ00
GM0893,4.1,2020JJ00
GM0893,3.4,2021JJ00
GM0893,3.2,2022JJ00
GM0893,3.0,2023JJ00
GM0373,6.9,2013JJ00
GM0373,7.0,2014JJ00
GM0373,6.3,2015JJ00
GM0373,5.4,2016JJ00
GM0373,4.9,2017JJ00
GM0373,4.5,2018JJ00
GM0373,3.9,2019JJ00
GM0373,4.1,2020JJ00
GM0373,3.1,2021JJ00
GM0373,3.0,2022JJ00
GM0373,3.0,2023JJ00
GM0748,8.0,2013JJ00
GM0748,8.3,2014JJ00
GM0748,8.7,2015JJ00
GM0748,7.8,2016JJ00
GM0748,6.4,2017JJ00
GM0748,5.0,2018JJ00
GM0748,4.7,2019JJ00
GM0748,5.1,2020JJ00
GM0748,3.9,2021JJ00
GM0748,3.6,2022JJ00
GM0748,3.6,2023JJ00
GM1859,6.9,2013JJ00
GM1859,7.3,2014JJ00
GM1859,6.7,2015JJ00
GM1859,5.7,2016JJ00
GM1859,4.8,2017JJ00
GM1859,4.1,2018JJ00
GM1859,3.6,2019JJ00
GM1859,4.0,2020JJ00
GM1859,3.0,2021JJ00
GM1859,2.8,2022JJ00
GM1859,2.8,2023JJ00
GM1721,6.8,2013JJ00
GM1721,6.7,2014JJ00
GM1721,6.3,2015JJ00
GM1721,5.5,2016JJ00
GM1721,4.7,2017JJ00
GM1721,4.0,2018JJ00
GM1721,3.6,2019JJ00
GM1721,3.9,2020JJ00
GM1721,2.9,2021JJ00
GM1721,2.7,2022JJ00
GM1721,2.7,2023JJ00
GM0753,7.3,2013JJ00
GM0753,7.5,2014JJ00
GM0753,6.7,2015JJ00
GM0753,6.1,2016JJ00
GM0753,4.9,2017JJ00
GM0753,4.2,2018JJ00
GM0753,3.8,2019JJ00
GM0753,4.2,2020JJ00
GM0753,3.8,2021JJ00
GM0753,3.4,2022JJ00
GM0753,3.1,2023JJ00
GM0209,7.4,2013JJ00
GM0209,7.1,2014JJ00
GM0209,6.8,2015JJ00
GM0209,6.0,2016JJ00
GM0209,5.1,2017JJ00
GM0209,4.2,2018JJ00
GM0209,3.7,2019JJ00
GM0209,4.0,2020JJ00
GM0209,3.1,2021JJ00
GM0209,3.0,2022JJ00
GM0209,3.1,2023JJ00
GM0375,7.5,2013JJ00
GM0375,8.0,2014JJ00
GM0375,7.4,2015JJ00
GM0375,6.6,2016JJ00
GM0375,5.5,2017JJ00
GM0375,4.7,2018JJ00
GM0375,4.2,2019JJ00
GM0375,4.6,2020JJ00
GM0375,4.1,2021JJ00
GM0375,3.6,2022JJ00
GM0375,3.6,2023JJ00
GM0310,6.9,2013JJ00
GM0310,6.9,2014JJ00
GM0310,6.4,2015JJ00
GM0310,5.5,2016JJ00
GM0310,5.2,2017JJ00
GM0310,4.4,2018JJ00
GM0310,3.9,2019JJ00
GM0310,4.3,2020JJ00
GM0310,3.4,2021JJ00
GM0310,3.3,2022JJ00
GM0310,3.3,2023JJ00
GM1728,6.1,2013JJ00
GM1728,6.3,2014JJ00
GM1728,5.8,2015JJ00
GM1728,5.4,2016JJ00
GM1728,4.3,2017JJ00
GM1728,3.8,2018JJ00
GM1728,3.5,2019JJ00
GM1728,3.7,2020JJ00
GM1728,3.0,2021JJ00
GM1728,2.7,2022JJ00
GM1728,2.8,2023JJ00
GM0376,7.4,2013JJ00
GM0376,7.4,2014JJ00
GM0376,7.2,2015JJ00
GM0376,6.3,2016JJ00
GM0376,5.5,2017JJ00
GM0376,4.4,2018JJ00
GM0376,3.8,2019JJ00
GM0376,4.1,2020JJ00
GM0376,3.4,2021JJ00
GM0376,2.9,2022JJ00
GM0376,3.0,2023JJ00
GM0377,6.7,2013JJ00
GM0377,6.7,2014JJ00
GM0377,6.4,2015JJ00
GM0377,5.7,2016JJ00
GM0377,5.1,2017JJ00
GM0377,4.3,2018JJ00
GM0377,3.8,2019JJ00
GM0377,4.1,2020JJ00
GM0377,3.6,2021JJ00
GM0377,3.1,2022JJ00
GM0377,3.1,2023JJ00
GM1901,6.6,2013JJ00
GM1901,6.5,2014JJ00
GM1901,6.1,2015JJ00
GM1901,5.4,2016JJ00
GM1901,4.7,2017JJ00
GM1901,4.0,2018JJ00
GM1901,3.6,2019JJ00
GM1901,4.0,2020JJ00
GM1901,3.0,2021JJ00
GM1901,2.7,2022JJ00
GM1901,2.9,2023JJ00
GM0755,6.6,2013JJ00
GM0755,6.4,2014JJ00
GM0755,5.9,2015JJ00
GM0755,5.1,2016JJ00
GM0755,4.4,2017JJ00
GM0755,3.7,2018JJ00
GM0755,3.5,2019JJ00
GM0755,3.7,2020JJ00
GM0755,2.9,2021JJ00
GM0755,2.7,2022JJ00
GM0755,2.7,2023JJ00
GM1681,7.8,2013JJ00
GM1681,7.8,2014JJ00
GM1681,7.8,2015JJ00
GM1681,6.5,2016JJ00
GM1681,5.8,2017JJ00
GM1681,4.8,2018JJ00
GM1681,3.9,2019JJ00
GM1681,4.4,2020JJ00
GM1681,3.4,2021JJ00
GM1681,3.0,2022JJ00
GM1681,2.9,2023JJ00
GM0147,6.8,2013JJ00
GM0147,7.2,2014JJ00
GM0147,7.1,2015JJ00
GM0147,6.3,2016JJ00
GM0147,5.1,2017JJ00
GM0147,4.2,2018JJ00
GM0147,3.7,2019JJ00
GM0147,4.0,2020JJ00
GM0147,3.2,2021JJ00
GM0147,2.9,2022JJ00
GM0147,2.9,2023JJ00
GM0654,6.2,2013JJ00
GM0654,5.7,2014JJ00
GM0654,5.9,2015JJ00
GM0654,4.8,2016JJ00
GM0654,4.3,2017JJ00
GM0654,3.5,2018JJ00
GM0654,3.3,2019JJ00
GM0654,3.6,2020JJ00
GM0654,2.9,2021JJ00
GM0654,2.6,2022JJ00
GM0654,2.6,2023JJ00
GM0757,7.4,2013JJ00
GM0757,7.3,2014JJ00
GM0757,7.1,2015JJ00
GM0757,6.6,2016JJ00
GM0757,5.3,2017JJ00
GM0757,4.3,2018JJ00
GM0757,4.0,2019JJ00
GM0757,4.3,2020JJ00
GM0757,3.5,2021JJ00
GM0757,3.1,2022JJ00
GM0757,3.0,2023JJ00
GM0758,8.3,2013JJ00
GM0758,8.1,2014JJ00
GM0758,8.1,2015JJ00
GM0758,6.8,2016JJ00
GM0758,5.5,2017JJ00
GM0758,4.8,2018JJ00
GM0758,4.6,2019JJ00
GM0758,4.9,2020JJ00
GM0758,3.9,2021JJ00
GM0758,3.6,2022JJ00
GM0758,3.7,2023JJ00
GM1876,6.9,2013JJ00
GM1876,6.8,2014JJ00
GM1876,6.1,2015JJ00
GM1876,5.3,2016JJ00
GM1876,4.8,2017JJ00
GM1876,4.0,2018JJ00
GM1876,3.4,2019JJ00
GM1876,3.8,2020JJ00
GM1876,2.8,2021JJ00
GM1876,2.9,2022JJ00
GM1876,2.6,2023JJ00
GM0213,7.0,2013JJ00
GM0213,7.5,2014JJ00
GM0213,6.6,2015JJ00
GM0213,5.9,2016JJ00
GM0213,5.2,2017JJ00
GM0213,4.5,2018JJ00
GM0213,3.9,2019JJ00
GM0213,4.2,2020JJ00
GM0213,3.3,2021JJ00
GM0213,2.9,2022JJ00
GM0213,2.9,2023JJ00
GM0899,8.6,2013JJ00
GM0899,8.4,2014JJ00
GM0899,8.3,2015JJ00
GM0899,6.6,2016JJ00
GM0899,6.2,2017JJ00
GM0899,5.1,2018JJ00
GM0899,4.6,2019JJ00
GM0899,4.9,2020JJ00
GM0899,3.9,2021JJ00
GM0899,3.5,2022JJ00
GM0899,3.7,2023JJ00
GM0312,5.9,2013JJ00
GM0312,6.0,2014JJ00
GM0312,5.5,2015JJ00
GM0312,5.4,2016JJ00
GM0312,4.2,2017JJ00
GM0312,3.7,2018JJ00
GM0312,3.5,2019JJ00
GM0312,3.8,2020JJ00
GM0312,3.0,2021JJ00
GM0312,2.7,2022JJ00
GM0312,2.8,2023JJ00
GM0313,6.4,2013JJ00
GM0313,6.5,2014JJ00
GM0313,6.2,2015JJ00
GM0313,5.2,2016JJ00
GM0313,4.3,2017JJ00
GM0313,3.6,2018JJ00
GM0313,3.3,2019JJ00
GM0313,3.6,2020JJ00
GM0313,2.8,2021JJ00
GM0313,2.6,2022JJ00
GM0313,2.7,2023JJ00
GM0214,6.7,2013JJ00
GM0214,7.0,2014JJ00
GM0214,6.2,2015JJ00
GM0214,5.8,2016JJ00
GM0214,4.9,2017JJ00
GM0214,3.9,2018JJ00
GM0214,3.5,2019JJ00
GM0214,3.6,2020JJ00
GM0214,2.8,2021JJ00
GM0214,2.8,2022JJ00
GM0214,2.7,2023JJ00
GM0502,9.0,2013JJ00
GM0502,9.6,2014JJ00
GM0502,9.3,2015JJ00
GM0502,8.1,2016JJ00
GM0502,7.0,2017JJ00
GM0502,5.4,2018JJ00
GM0502,5.3,2019JJ00
GM0502,5.4,2020JJ00
GM0502,5.0,2021JJ00
GM0502,3.9,2022JJ00
GM0502,4.1,2023JJ00
GM0383,6.2,2013JJ00
GM0383,6.6,2014JJ00
GM0383,5.9,2015JJ00
GM0383,5.0,2016JJ00
GM0383,4.6,2017JJ00
GM0383,3.9,2018JJ00
GM0383,3.6,2019JJ00
GM0383,4.0,2020JJ00
GM0383,3.2,2021JJ00
GM0383,2.8,2022JJ00
GM0383,2.8,2023JJ00
GM0109,7.5,2013JJ00
GM0109,8.3,2014JJ00
GM0109,8.1,2015JJ00
GM0109,6.8,2016JJ00
GM0109,6.0,2017JJ00
GM0109,4.8,2018JJ00
GM0109,4.0,2019JJ00
GM0109,4.5,2020JJ00
GM0109,3.8,2021JJ00
GM0109,3.0,2022JJ00
GM0109,3.0,2023JJ00
GM1706,7.1,2013JJ00
GM1706,7.4,2014JJ00
GM1706,7.0,2015JJ00
GM1706,6.0,2016JJ00
GM1706,5.0,2017JJ00
GM1706,4.2,2018JJ00
GM1706,3.8,2019JJ00
GM1706,4.3,2020JJ00
GM1706,3.2,2021JJ00
GM1706,3.0,2022JJ00
GM1706,2.9,2023JJ00
GM0216,8.0,2013JJ00
GM0216,8.5,2014JJ00
GM0216,7.9,2015JJ00
GM0216,7.0,2016JJ00
GM0216,5.6,2017JJ00
GM0216,4.6,2018JJ00
GM0216,4.1,2019JJ00
GM0216,4.5,2020JJ00
GM0216,3.9,2021JJ00
GM0216,3.4,2022JJ00
GM0216,3.2,2023JJ00
GM0148,6.1,2013JJ00
GM0148,6.0,2014JJ00
GM0148,5.7,2015JJ00
GM0148,5.5,2016JJ00
GM0148,4.5,2017JJ00
GM0148,4.0,2018JJ00
GM0148,3.3,2019JJ00
GM0148,3.6,2020JJ00
GM0148,3.0,2021JJ00
GM0148,2.5,2022JJ00
GM0148,2.6,2023JJ00
GM1891,8.7,2013JJ00
GM1891,8.6,2014JJ00
GM1891,7.8,2015JJ00
GM1891,7.0,2016JJ00
GM1891,5.9,2017JJ00
GM1891,4.8,2018JJ00
GM1891,4.1,2019JJ00
GM1891,4.6,2020JJ00
GM1891,3.5,2021JJ00
GM1891,3.5,2022JJ00
GM1891,3.1,2023JJ00
GM0503,9.2,2013JJ00
GM0503,9.5,2014JJ00
GM0503,8.6,2015JJ00
GM0503,7.9,2016JJ00
GM0503,6.8,2017JJ00
GM0503,5.8,2018JJ00
GM0503,5.2,2019JJ00
GM0503,5.8,2020JJ00
GM0503,5.9,2021JJ00
GM0503,4.5,2022JJ00
GM0503,4.6,2023JJ00
GM0762,7.1,2013JJ00
GM0762,7.6,2014JJ00
GM0762,6.8,2015JJ00
GM0762,6.1,2016JJ00
GM0762,4.8,2017JJ00
GM0762,4.2,2018JJ00
GM0762,3.8,2019JJ00
GM0762,4.2,2020JJ00
GM0762,3.1,2021JJ00
GM0762,3.0,2022JJ00
GM0762,2.9,2023JJ00
GM0150,8.3,2013JJ00
GM0150,8.8,2014JJ00
GM0150,7.9,2015JJ00
GM0150,7.8,2016JJ00
GM0150,6.5,2017JJ00
GM0150,5.6,2018JJ00
GM0150,4.5,2019JJ00
GM0150,5.1,2020JJ00
GM0150,4.0,2021JJ00
GM0150,3.4,2022JJ00
GM0150,3.6,2023JJ00
GM0384,9.5,2013JJ00
GM0384,8.7,2014JJ00
GM0384,8.3,2015JJ00
GM0384,7.5,2016JJ00
GM0384,6.7,2017JJ00
GM0384,5.7,2018JJ00
GM0384,5.0,2019JJ00
GM0384,5.7,2020JJ00
GM0384,5.0,2021JJ00
GM0384,4.2,2022JJ00
GM0384,4.2,2023JJ00
GM1980,7.2,2013JJ00
GM1980,7.4,2014JJ00
GM1980,6.6,2015JJ00
GM1980,5.8,2016JJ00
GM1980,5.0,2017JJ00
GM1980,4.3,2018JJ00
GM1980,3.7,2019JJ00
GM1980,4.3,2020JJ00
GM1980,3.5,2021JJ00
GM1980,2.9,2022JJ00
GM1980,3.1,2023JJ00
GM1774,6.2,2013JJ00
GM1774,6.2,2014JJ00
GM1774,5.9,2015JJ00
GM1774,5.5,2016JJ00
GM1774,4.6,2017JJ00
GM1774,3.8,2018JJ00
GM1774,3.5,2019JJ00
GM1774,3.8,2020JJ00
GM1774,3.0,2021JJ00
GM1774,2.7,2022JJ00
GM1774,2.6,2023JJ00
GM0221,8.6,2013JJ00
GM0221,8.9,2014JJ00
GM0221,8.8,2015JJ00
GM0221,7.7,2016JJ00
GM0221,6.6,2017JJ00
GM0221,5.4,2018JJ00
GM0221,4.6,2019JJ00
GM0221,5.0,2020JJ00
GM0221,4.4,2021JJ00
GM0221,3.5,2022JJ00
GM0221,3.5,2023JJ00
GM0222,7.8,2013JJ00
GM0222,8.0,2014JJ00
GM0222,8.1,2015JJ00
GM0222,6.9,2016JJ00
GM0222,5.8,2017JJ00
GM0222,4.7,2018JJ00
GM0222,4.0,2019JJ00
GM0222,4.5,2020JJ00
GM0222,4.2,2021JJ00
GM0222,3.3,2022JJ00
GM0222,3.2,2023JJ00
GM0766,6.9,2013JJ00
GM0766,7.0,2014JJ00
GM0766,7.1,2015JJ00
GM0766,6.2,2016JJ00
GM0766,5.0,2017JJ00
GM0766,4.3,2018JJ00
GM0766,3.7,2019JJ00
GM0766,3.9,2020JJ00
GM0766,2.9,2021JJ00
GM0766,2.9,2022JJ00
GM0766,2.8,2023JJ00
GM0505,9.1,2013JJ00
GM0505,9.5,2014JJ00
GM0505,8.6,2015JJ00
GM0505,7.8,2016JJ00
GM0505,6.4,2017JJ00
GM0505,5.3,2018JJ00
GM0505,5.1,2019JJ00
GM0505,5.6,2020JJ00
GM0505,4.7,2021JJ00
GM0505,3.8,2022JJ00
GM0505,3.7,2023JJ00
GM0498,6.4,2013JJ00
GM0498,6.6,2014JJ00
GM0498,6.3,2015JJ00
GM0498,5.4,2016JJ00
GM0498,4.6,2017JJ00
GM0498,4.0,2018JJ00
GM0498,3.6,2019JJ00
GM0498,3.8,2020JJ00
GM0498,3.0,2021JJ00
GM0498,2.8,2022JJ00
GM0498,2.8,2023JJ00
GM1719,6.4,2013JJ00
GM1719,6.8,2014JJ00
GM1719,6.5,2015JJ00
GM1719,5.6,2016JJ00
GM1719,4.6,2017JJ00
GM1719,3.8,2018JJ00
GM1719,3.5,2019JJ00
GM1719,3.7,2020JJ00
GM1719,2.9,2021JJ00
GM1719,2.8,2022JJ00
GM1719,2.7,2023JJ00
GM0303,7.9,2013JJ00
GM0303,7.6,2014JJ00
GM0303,7.0,2015JJ00
GM0303,7.0,2016JJ00
GM0303,5.4,2017JJ00
GM0303,4.4,2018JJ00
GM0303,4.0,2019JJ00
GM0303,4.2,2020JJ00
GM0303,3.4,2021JJ00
GM0303,3.0,2022JJ00
GM0303,3.1,2023JJ00
GM0225,7.0,2013JJ00
GM0225,7.2,2014JJ00
GM0225,6.7,2015JJ00
GM0225,6.3,2016JJ00
GM0225,5.0,2017JJ00
GM0225,4.3,2018JJ00
GM0225,3.8,2019JJ00
GM0225,4.1,2020JJ00
GM0225,3.8,2021JJ00
GM0225,2.8,2022JJ00
GM0225,2.8,2023JJ00
GM0226,7.5,2013JJ00
GM0226,7.6,2014JJ00
GM0226,7.2,2015JJ00
GM0226,6.4,2016JJ00
GM0226,5.3,2017JJ00
GM0226,4.8,2018JJ00
GM0226,3.9,2019JJ00
GM0226,4.4,2020JJ00
GM0226,3.6,2021JJ00
GM0226,3.3,2022JJ00
GM0226,3.0,2023JJ00
GM1711,7.7,2013JJ00
GM1711,7.7,2014JJ00
GM1711,7.0,2015JJ00
GM1711,6.0,2016JJ00
GM1711,5.1,2017JJ00
GM1711,4.4,2018JJ00
GM1711,3.9,2019JJ00
GM1711,4.5,2020JJ00
GM1711,3.2,2021JJ00
GM1711,3.3,2022JJ00
GM1711,3.1,2023JJ00
GM0385,6.2,2013JJ00
GM0385,6.3,2014JJ00
GM0385,5.7,2015JJ00
GM0385,5.0,2016JJ00
GM0385,4.3,2017JJ00
GM0385,3.8,2018JJ00
GM0385,3.3,2019JJ00
GM0385,3.7,2020JJ00
GM0385,3.1,2021JJ00
GM0385,2.8,2022JJ00
GM0385,2.6,2023JJ00
GM0228,7.1,2013JJ00
GM0228,7.5,2014JJ00
GM0228,7.1,2015JJ00
GM0228,6.7,2016JJ00
GM0228,5.1,2017JJ00
GM0228,4.3,2018JJ00
GM0228,3.8,2019JJ00
GM0228,4.4,2020JJ00
GM0228,3.7,2021JJ00
GM0228,3.0,2022JJ00
GM0228,3.1,2023JJ00
GM0317,6.8,2013JJ00
GM0317,6.9,2014JJ00
GM0317,6.3,2015JJ00
GM0317,6.0,2016JJ00
GM0317,4.9,2017JJ00
GM0317,4.1,2018JJ00
GM0317,3.8,2019JJ00
GM0317,4.1,2020JJ00
GM0317,3.4,2021JJ00
GM0317,2.9,2022JJ00
GM0317,2.9,2023JJ00
GM1979,9.3,2013JJ00
GM1979,9.3,2014JJ00
GM1979,9.1,2015JJ00
GM1979,7.6,2016JJ00
GM1979,6.6,2017JJ00
GM1979,5.4,2018JJ00
GM1979,4.7,2019JJ00
GM1979,5.0,2020JJ00
GM1979,4.2,2021JJ00
GM1979,3.6,2022JJ00
GM1979,3.7,2023JJ00
GM0770,6.4,2013JJ00
GM0770,6.3,2014JJ00
GM0770,5.9,2015JJ00
GM0770,5.3,2016JJ00
GM0770,4.3,2017JJ00
GM0770,3.7,2018JJ00
GM0770,3.4,2019JJ00
GM0770,3.7,2020JJ00
GM0770,2.9,2021JJ00
GM0770,2.7,2022JJ00
GM0770,2.6,2023JJ00
GM1903,6.4,2013JJ00
GM1903,6.6,2014JJ00
GM1903,6.3,2015JJ00
GM1903,5.5,2016JJ00
GM1903,4.5,2017JJ00
GM1903,3.7,2018JJ00
GM1903,3.4,2019JJ00
GM1903,4.0,2020JJ00
GM1903,2.8,2021JJ00
GM1903,2.8,2022JJ00
GM1903,2.8,2023JJ00
GM0772,9.2,2013JJ00
GM0772,9.8,2014JJ00
GM0772,9.1,2015JJ00
GM0772,7.8,2016JJ00
GM0772,6.4,2017JJ00
GM0772,5.3,2018JJ00
GM0772,5.0,2019JJ00
GM0772,5.4,2020JJ00
GM0772,4.6,2021JJ00
GM0772,3.8,2022JJ00
GM0772,4.1,2023JJ00
GM0230,6.6,2013JJ00
GM0230,6.3,2014JJ00
GM0230,5.9,2015JJ00
GM0230,5.6,2016JJ00
GM0230,4.8,2017JJ00
GM0230,4.1,2018JJ00
GM0230,3.6,2019JJ00
GM0230,3.9,2020JJ00
GM0230,3.2,2021JJ00
GM0230,2.8,2022JJ00
GM0230,2.8,2023JJ00
GM0114,9.3,2013JJ00
GM0114,9.1,2014JJ00
GM0114,9.2,2015JJ00
GM0114,8.4,2016JJ00
GM0114,7.2,2017JJ00
GM0114,6.0,2018JJ00
GM0114,4.7,2019JJ00
GM0114,5.7,2020JJ00
GM0114,4.1,2021JJ00
GM0114,3.4,2022JJ00
GM0114,3.5,2023JJ00
GM0388,7.5,2013JJ00
GM0388,7.5,2014JJ00
GM0388,7.1,2015JJ00
GM0388,6.7,2016JJ00
GM0388,5.6,2017JJ00
GM0388,4.6,2018JJ00
GM0388,4.2,2019JJ00
GM0388,4.4,2020JJ00
GM0388,3.7,2021JJ00
GM0388,3.2,2022JJ00
GM0388,3.3,2023JJ00
GM0153,10.9,2013JJ00
GM0153,10.3,2014JJ00
GM0153,9.4,2015JJ00
GM0153,9.5,2016JJ00
GM0153,8.1,2017JJ00
GM0153,6.2,2018JJ00
GM0153,5.4,2019JJ00
GM0153,5.9,2020JJ00
GM0153,5.1,2021JJ00
GM0153,4.2,2022JJ00
GM0153,4.4,2023JJ00
GM0232,6.9,2013JJ00
GM0232,7.3,2014JJ00
GM0232,6.8,2015JJ00
GM0232,6.1,2016JJ00
GM0232,4.9,2017JJ00
GM0232,4.3,2018JJ00
GM0232,3.8,2019JJ00
GM0232,4.2,2020JJ00
GM0232,3.5,2021JJ00
GM0232,3.0,2022JJ00
GM0232,2.8,2023JJ00
GM0233,6.8,2013JJ00
GM0233,6.7,2014JJ00
GM0233,6.5,2015JJ00
GM0233,5.8,2016JJ00
GM0233,4.9,2017JJ00
GM0233,4.2,2018JJ00
GM0233,3.7,2019JJ00
GM0233,4.0,2020JJ00
GM0233,3.3,2021JJ00
GM0233,2.8,2022JJ00
GM0233,2.9,2023JJ00
GM0777,7.7,2013JJ00
GM0777,7.7,2014JJ00
GM0777,7.1,2015JJ00
GM0777,6.0,2016JJ00
GM0777,5.5,2017JJ00
GM0777,4.6,2018JJ00
GM0777,4.1,2019JJ00
GM0777,4.5,2020JJ00
GM0777,3.5,2021JJ00
GM0777,3.3,2022JJ00
GM0777,3.2,2023JJ00
GM1940,7.3,2013JJ00
GM1940,7.6,2014JJ00
GM1940,7.0,2015JJ00
GM1940,6.4,2016JJ00
GM1940,5.4,2017JJ00
GM1940,4.6,2018JJ00
GM1940,3.8,2019JJ00
GM1940,4.1,2020JJ00
GM1940,3.9,2021JJ00
GM1940,3.0,2022JJ00
GM1940,3.1,2023JJ00
GM0779,6.8,2013JJ00
GM0779,6.8,2014JJ00
GM0779,6.8,2015JJ00
GM0779,6.1,2016JJ00
GM0779,4.9,2017JJ00
GM0779,4.0,2018JJ00
GM0779,3.6,2019JJ00
GM0779,3.9,2020JJ00
GM0779,3.0,2021JJ00
GM0779,2.8,2022JJ00
GM0779,2.8,2023JJ00
GM1771,7.4,2013JJ00
GM1771,7.7,2014JJ00
GM1771,7.7,2015JJ00
GM1771,6.7,2016JJ00
GM1771,5.2,2017JJ00
GM1771,4.4,2018JJ00
GM1771,4.2,2019JJ00
GM1771,4.5,2020JJ00
GM1771,3.7,2021JJ00
GM1771,3.2,2022JJ00
GM1771,3.3,2023JJ00
GM1652,6.7,2013JJ00
GM1652,7.0,2014JJ00
GM1652,6.5,2015JJ00
GM1652,5.6,2016JJ00
GM1652,4.7,2017JJ00
GM1652,4.2,2018JJ00
GM1652,3.7,2019JJ00
GM1652,3.9,2020JJ00
GM1652,3.0,2021JJ00
GM1652,2.8,2022JJ00
GM1652,2.8,2023JJ00
GM0907,7.6,2013JJ00
GM0907,7.9,2014JJ00
GM0907,7.3,2015JJ00
GM0907,6.0,2016JJ00
GM0907,5.4,2017JJ00
GM0907,4.3,2018JJ00
GM0907,3.9,2019JJ00
GM0907,4.4,2020JJ00
GM0907,3.4,2021JJ00
GM0907,3.0,2022JJ00
GM0907,3.2,2023JJ00
GM0784,7.1,2013JJ00
GM0784,7.3,2014JJ00
GM0784,7.0,2015JJ00
GM0784,6.4,2016JJ00
GM0784,5.0,2017JJ00
GM0784,4.3,2018JJ00
GM0784,4.0,2019JJ00
GM0784,4.1,2020JJ00
GM0784,3.3,2021JJ00
GM0784,2.9,2022JJ00
GM0784,2.9,2023JJ00
GM1924,6.0,2013JJ00
GM1924,6.1,2014JJ00
GM1924,5.8,2015JJ00
GM1924,4.9,2016JJ00
GM1924,4.6,2017JJ00
GM1924,3.8,2018JJ00
GM1924,3.5,2019JJ00
