RegioS,k_45JaarOfOuder_15,Perioden
CR06  ,3.0,2009JJ00
CR06  ,3.0,2010JJ00
CR06  ,6.0,2011JJ00
CR06  ,2.0,2012JJ00
CR06  ,3.0,2013JJ00
CR06  ,1.0,2014JJ00
CR06  ,2.0,2015JJ00
CR06  ,3.0,2016JJ00
CR06  ,4.0,2017JJ00
CR06  ,1.0,2018JJ00
CR06  ,4.0,2019JJ00
CR06  ,1.0,2020JJ00
CR06  ,1.0,2021JJ00
CR06  ,2.0,2022JJ00
CR06  ,2.0,2023JJ00
CR07  ,0.0,1988JJ00
CR07  ,0.0,1989JJ00
CR07  ,1.0,1990JJ00
CR07  ,0.0,1991JJ00
CR07  ,2.0,1992JJ00
CR07  ,1.0,1993JJ00
CR07  ,0.0,1994JJ00
CR07  ,1.0,1995JJ00
CR07  ,1.0,1996JJ00
CR07  ,0.0,1997JJ00
CR07  ,0.0,1998JJ00
CR07  ,3.0,1999JJ00
CR07  ,1.0,2000JJ00
CR07  ,0.0,2001JJ00
CR07  ,1.0,2002JJ00
CR07  ,2.0,2003JJ00
CR07  ,3.0,2004JJ00
CR07  ,3.0,2005JJ00
CR07  ,1.0,2006JJ00
CR07  ,2.0,2007JJ00
CR07  ,2.0,2008JJ00
CR07  ,1.0,2009JJ00
CR07  ,2.0,2010JJ00
CR07  ,1.0,2011JJ00
CR07  ,0.0,2012JJ00
CR07  ,0.0,2013JJ00
CR07  ,4.0,2014JJ00
CR07  ,6.0,2015JJ00
CR07  ,3.0,2016JJ00
CR07  ,7.0,2017JJ00
CR07  ,2.0,2018JJ00
CR07  ,7.0,2019JJ00
CR07  ,8.0,2020JJ00
CR07  ,4.0,2021JJ00
CR07  ,6.0,2022JJ00
CR07  ,1.0,2023JJ00
CR08  ,0.0,1988JJ00
CR08  ,2.0,1989JJ00
CR08  ,1.0,1990JJ00
CR08  ,1.0,1991JJ00
CR08  ,0.0,1992JJ00
CR08  ,1.0,1993JJ00
CR08  ,3.0,1994JJ00
CR08  ,1.0,1995JJ00
CR08  ,0.0,1996JJ00
CR08  ,0.0,1997JJ00
CR08  ,1.0,1998JJ00
CR08  ,0.0,1999JJ00
CR08  ,2.0,2000JJ00
CR08  ,1.0,2001JJ00
CR08  ,1.0,2002JJ00
CR08  ,0.0,2003JJ00
CR08  ,1.0,2004JJ00
CR08  ,1.0,2005JJ00
CR08  ,3.0,2006JJ00
CR08  ,2.0,2007JJ00
CR08  ,2.0,2008JJ00
CR08  ,1.0,2009JJ00
CR08  ,2.0,2010JJ00
CR08  ,3.0,2011JJ00
CR08  ,2.0,2012JJ00
CR08  ,0.0,2013JJ00
CR08  ,2.0,2014JJ00
CR08  ,2.0,2015JJ00
CR08  ,5.0,2016JJ00
CR08  ,0.0,2017JJ00
CR08  ,4.0,2018JJ00
CR08  ,1.0,2019JJ00
CR08  ,2.0,2020JJ00
CR08  ,1.0,2021JJ00
CR08  ,2.0,2022JJ00
CR08  ,4.0,2023JJ00
CR09  ,0.0,1988JJ00
CR09  ,0.0,1989JJ00
CR09  ,0.0,1990JJ00
CR09  ,1.0,1991JJ00
CR09  ,0.0,1992JJ00
CR09  ,1.0,1993JJ00
CR09  ,1.0,1994JJ00
CR09  ,0.0,1995JJ00
CR09  ,0.0,1996JJ00
CR09  ,1.0,1997JJ00
CR09  ,0.0,1998JJ00
CR09  ,2.0,1999JJ00
CR09  ,0.0,2000JJ00
CR09  ,2.0,2001JJ00
CR09  ,0.0,2002JJ00
CR09  ,1.0,2003JJ00
CR09  ,1.0,2004JJ00
CR09  ,0.0,2005JJ00
CR09  ,0.0,2006JJ00
CR09  ,0.0,2007JJ00
CR09  ,1.0,2008JJ00
CR09  ,1.0,2009JJ00
CR09  ,0.0,2010JJ00
CR09  ,0.0,2011JJ00
CR09  ,0.0,2012JJ00
CR09  ,2.0,2013JJ00
CR09  ,2.0,2014JJ00
CR09  ,2.0,2015JJ00
CR09  ,2.0,2016JJ00
CR09  ,1.0,2017JJ00
CR09  ,1.0,2018JJ00
CR09  ,5.0,2019JJ00
CR09  ,0.0,2020JJ00
CR09  ,2.0,2021JJ00
CR09  ,1.0,2022JJ00
CR09  ,4.0,2023JJ00
CR10  ,3.0,1988JJ00
CR10  ,3.0,1989JJ00
CR10  ,5.0,1990JJ00
CR10  ,4.0,1991JJ00
CR10  ,5.0,1992JJ00
CR10  ,3.0,1993JJ00
CR10  ,8.0,1994JJ00
CR10  ,2.0,1995JJ00
CR10  ,2.0,1996JJ00
CR10  ,4.0,1997JJ00
CR10  ,7.0,1998JJ00
CR10  ,6.0,1999JJ00
CR10  ,5.0,2000JJ00
CR10  ,4.0,2001JJ00
CR10  ,7.0,2002JJ00
CR10  ,6.0,2003JJ00
CR10  ,5.0,2004JJ00
CR10  ,4.0,2005JJ00
CR10  ,4.0,2006JJ00
CR10  ,6.0,2007JJ00
CR10  ,10.0,2008JJ00
CR10  ,6.0,2009JJ00
CR10  ,6.0,2010JJ00
CR10  ,4.0,2011JJ00
CR10  ,10.0,2012JJ00
CR10  ,2.0,2013JJ00
CR10  ,5.0,2014JJ00
CR10  ,7.0,2015JJ00
CR10  ,7.0,2016JJ00
CR10  ,5.0,2017JJ00
CR10  ,7.0,2018JJ00
CR10  ,8.0,2019JJ00
CR10  ,9.0,2020JJ00
CR10  ,4.0,2021JJ00
CR10  ,12.0,2022JJ00
CR10  ,8.0,2023JJ00
CR11  ,3.0,1988JJ00
CR11  ,0.0,1989JJ00
CR11  ,1.0,1990JJ00
CR11  ,1.0,1991JJ00
CR11  ,0.0,1992JJ00
CR11  ,0.0,1993JJ00
CR11  ,1.0,1994JJ00
CR11  ,0.0,1995JJ00
CR11  ,1.0,1996JJ00
CR11  ,0.0,1997JJ00
CR11  ,1.0,1998JJ00
CR11  ,0.0,1999JJ00
CR11  ,1.0,2000JJ00
CR11  ,0.0,2001JJ00
CR11  ,1.0,2002JJ00
CR11  ,0.0,2003JJ00
CR11  ,1.0,2004JJ00
CR11  ,0.0,2005JJ00
CR11  ,0.0,2006JJ00
CR11  ,4.0,2007JJ00
CR11  ,2.0,2008JJ00
CR11  ,1.0,2009JJ00
CR11  ,1.0,2010JJ00
CR11  ,4.0,2011JJ00
CR11  ,1.0,2012JJ00
CR11  ,3.0,2013JJ00
CR11  ,3.0,2014JJ00
CR11  ,4.0,2015JJ00
CR11  ,6.0,2016JJ00
CR11  ,1.0,2017JJ00
CR11  ,4.0,2018JJ00
CR11  ,1.0,2019JJ00
CR11  ,7.0,2020JJ00
CR11  ,2.0,2021JJ00
CR11  ,3.0,2022JJ00
CR11  ,2.0,2023JJ00
CR12  ,8.0,1988JJ00
CR12  ,2.0,1989JJ00
CR12  ,9.0,1990JJ00
CR12  ,11.0,1991JJ00
CR12  ,6.0,1992JJ00
CR12  ,4.0,1993JJ00
CR12  ,4.0,1994JJ00
CR12  ,0.0,1995JJ00
CR12  ,1.0,1996JJ00
CR12  ,2.0,1997JJ00
CR12  ,5.0,1998JJ00
CR12  ,3.0,1999JJ00
CR12  ,8.0,2000JJ00
CR12  ,9.0,2001JJ00
CR12  ,3.0,2002JJ00
CR12  ,8.0,2003JJ00
CR12  ,5.0,2004JJ00
CR12  ,11.0,2005JJ00
CR12  ,3.0,2006JJ00
CR12  ,10.0,2007JJ00
CR12  ,7.0,2008JJ00
CR12  ,9.0,2009JJ00
CR12  ,6.0,2010JJ00
CR12  ,14.0,2011JJ00
CR12  ,14.0,2012JJ00
CR12  ,20.0,2013JJ00
CR12  ,16.0,2014JJ00
CR12  ,14.0,2015JJ00
CR12  ,18.0,2016JJ00
CR12  ,9.0,2017JJ00
CR12  ,7.0,2018JJ00
CR12  ,10.0,2019JJ00
CR12  ,12.0,2020JJ00
CR12  ,10.0,2021JJ00
CR12  ,13.0,2022JJ00
CR12  ,5.0,2023JJ00
CR13  ,10.0,1988JJ00
CR13  ,15.0,1989JJ00
CR13  ,17.0,1990JJ00
CR13  ,21.0,1991JJ00
CR13  ,11.0,1992JJ00
CR13  ,12.0,1993JJ00
CR13  ,6.0,1994JJ00
CR13  ,8.0,1995JJ00
CR13  ,7.0,1996JJ00
CR13  ,4.0,1997JJ00
CR13  ,6.0,1998JJ00
CR13  ,8.0,1999JJ00
CR13  ,9.0,2000JJ00
CR13  ,8.0,2001JJ00
CR13  ,11.0,2002JJ00
CR13  ,9.0,2003JJ00
CR13  ,8.0,2004JJ00
CR13  ,10.0,2005JJ00
CR13  ,8.0,2006JJ00
CR13  ,5.0,2007JJ00
CR13  ,14.0,2008JJ00
CR13  ,14.0,2009JJ00
CR13  ,18.0,2010JJ00
CR13  ,15.0,2011JJ00
CR13  ,20.0,2012JJ00
CR13  ,16.0,2013JJ00
CR13  ,18.0,2014JJ00
CR13  ,25.0,2015JJ00
CR13  ,17.0,2016JJ00
CR13  ,12.0,2017JJ00
CR13  ,24.0,2018JJ00
CR13  ,16.0,2019JJ00
CR13  ,16.0,2020JJ00
CR13  ,22.0,2021JJ00
CR13  ,17.0,2022JJ00
CR13  ,15.0,2023JJ00
CR14  ,3.0,1988JJ00
CR14  ,2.0,1989JJ00
CR14  ,4.0,1990JJ00
CR14  ,1.0,1991JJ00
CR14  ,2.0,1992JJ00
CR14  ,2.0,1993JJ00
CR14  ,8.0,1994JJ00
CR14  ,2.0,1995JJ00
CR14  ,3.0,1996JJ00
CR14  ,2.0,1997JJ00
CR14  ,3.0,1998JJ00
CR14  ,1.0,1999JJ00
CR14  ,2.0,2000JJ00
CR14  ,2.0,2001JJ00
CR14  ,3.0,2002JJ00
CR14  ,3.0,2003JJ00
CR14  ,1.0,2004JJ00
CR14  ,4.0,2005JJ00
CR14  ,5.0,2006JJ00
CR14  ,2.0,2007JJ00
CR14  ,5.0,2008JJ00
CR14  ,1.0,2009JJ00
CR14  ,3.0,2010JJ00
CR14  ,5.0,2011JJ00
CR14  ,3.0,2012JJ00
CR14  ,6.0,2013JJ00
CR14  ,7.0,2014JJ00
CR14  ,10.0,2015JJ00
CR14  ,14.0,2016JJ00
CR14  ,5.0,2017JJ00
CR14  ,6.0,2018JJ00
CR14  ,10.0,2019JJ00
CR14  ,4.0,2020JJ00
CR14  ,9.0,2021JJ00
CR14  ,7.0,2022JJ00
CR14  ,5.0,2023JJ00
CR15  ,7.0,1988JJ00
CR15  ,9.0,1989JJ00
CR15  ,5.0,1990JJ00
CR15  ,6.0,1991JJ00
CR15  ,7.0,1992JJ00
CR15  ,4.0,1993JJ00
CR15  ,6.0,1994JJ00
CR15  ,5.0,1995JJ00
CR15  ,2.0,1996JJ00
CR15  ,6.0,1997JJ00
CR15  ,6.0,1998JJ00
CR15  ,12.0,1999JJ00
CR15  ,4.0,2000JJ00
CR15  ,7.0,2001JJ00
CR15  ,8.0,2002JJ00
CR15  ,8.0,2003JJ00
CR15  ,5.0,2004JJ00
CR15  ,7.0,2005JJ00
CR15  ,15.0,2006JJ00
CR15  ,8.0,2007JJ00
CR15  ,9.0,2008JJ00
CR15  ,3.0,2009JJ00
CR15  ,14.0,2010JJ00
CR15  ,7.0,2011JJ00
CR15  ,10.0,2012JJ00
CR15  ,19.0,2013JJ00
CR15  ,26.0,2014JJ00
CR15  ,15.0,2015JJ00
CR15  ,13.0,2016JJ00
CR15  ,16.0,2017JJ00
CR15  ,20.0,2018JJ00
CR15  ,19.0,2019JJ00
CR15  ,16.0,2020JJ00
CR15  ,18.0,2021JJ00
CR15  ,22.0,2022JJ00
CR15  ,14.0,2023JJ00
CR16  ,6.0,1988JJ00
CR16  ,3.0,1989JJ00
CR16  ,7.0,1990JJ00
CR16  ,6.0,1991JJ00
CR16  ,5.0,1992JJ00
CR16  ,3.0,1993JJ00
CR16  ,1.0,1994JJ00
CR16  ,4.0,1995JJ00
CR16  ,3.0,1996JJ00
CR16  ,6.0,1997JJ00
CR16  ,5.0,1998JJ00
CR16  ,3.0,1999JJ00
CR16  ,1.0,2000JJ00
CR16  ,4.0,2001JJ00
CR16  ,3.0,2002JJ00
CR16  ,4.0,2003JJ00
CR16  ,0.0,2004JJ00
CR16  ,4.0,2005JJ00
CR16  ,4.0,2006JJ00
CR16  ,8.0,2007JJ00
CR16  ,4.0,2008JJ00
CR16  ,7.0,2009JJ00
CR16  ,3.0,2010JJ00
CR16  ,5.0,2011JJ00
CR16  ,3.0,2012JJ00
CR16  ,2.0,2013JJ00
CR16  ,11.0,2014JJ00
CR16  ,4.0,2015JJ00
CR16  ,5.0,2016JJ00
CR16  ,7.0,2017JJ00
CR16  ,6.0,2018JJ00
CR16  ,2.0,2019JJ00
CR16  ,2.0,2020JJ00
CR16  ,5.0,2021JJ00
CR16  ,5.0,2022JJ00
CR16  ,5.0,2023JJ00
CR17  ,32.0,1988JJ00
CR17  ,33.0,1989JJ00
CR17  ,46.0,1990JJ00
CR17  ,38.0,1991JJ00
CR17  ,35.0,1992JJ00
CR17  ,25.0,1993JJ00
CR17  ,20.0,1994JJ00
CR17  ,25.0,1995JJ00
CR17  ,28.0,1996JJ00
CR17  ,17.0,1997JJ00
CR17  ,13.0,1998JJ00
CR17  ,7.0,1999JJ00
CR17  ,13.0,2000JJ00
CR17  ,15.0,2001JJ00
CR17  ,25.0,2002JJ00
CR17  ,23.0,2003JJ00
CR17  ,16.0,2004JJ00
CR17  ,16.0,2005JJ00
CR17  ,15.0,2006JJ00
CR17  ,22.0,2007JJ00
CR17  ,24.0,2008JJ00
CR17  ,32.0,2009JJ00
CR17  ,31.0,2010JJ00
CR17  ,39.0,2011JJ00
CR17  ,32.0,2012JJ00
CR17  ,31.0,2013JJ00
CR17  ,32.0,2014JJ00
CR17  ,32.0,2015JJ00
CR17  ,42.0,2016JJ00
CR17  ,41.0,2017JJ00
CR17  ,44.0,2018JJ00
CR17  ,38.0,2019JJ00
CR17  ,39.0,2020JJ00
CR17  ,42.0,2021JJ00
CR17  ,33.0,2022JJ00
CR17  ,47.0,2023JJ00
CR18  ,4.0,1988JJ00
CR18  ,3.0,1989JJ00
CR18  ,2.0,1990JJ00
CR18  ,1.0,1991JJ00
CR18  ,1.0,1992JJ00
CR18  ,1.0,1993JJ00
CR18  ,3.0,1994JJ00
CR18  ,3.0,1995JJ00
CR18  ,3.0,1996JJ00
CR18  ,3.0,1997JJ00
CR18  ,2.0,1998JJ00
CR18  ,6.0,1999JJ00
CR18  ,0.0,2000JJ00
CR18  ,2.0,2001JJ00
CR18  ,3.0,2002JJ00
CR18  ,1.0,2003JJ00
CR18  ,3.0,2004JJ00
CR18  ,2.0,2005JJ00
CR18  ,4.0,2006JJ00
CR18  ,5.0,2007JJ00
CR18  ,5.0,2008JJ00
CR18  ,2.0,2009JJ00
CR18  ,4.0,2010JJ00
CR18  ,6.0,2011JJ00
CR18  ,6.0,2012JJ00
CR18  ,8.0,2013JJ00
CR18  ,5.0,2014JJ00
CR18  ,7.0,2015JJ00
CR18  ,7.0,2016JJ00
CR18  ,6.0,2017JJ00
CR18  ,3.0,2018JJ00
CR18  ,7.0,2019JJ00
CR18  ,7.0,2020JJ00
CR18  ,5.0,2021JJ00
CR18  ,6.0,2022JJ00
CR18  ,7.0,2023JJ00
CR19  ,3.0,1988JJ00
CR19  ,0.0,1989JJ00
CR19  ,0.0,1990JJ00
CR19  ,2.0,1991JJ00
CR19  ,2.0,1992JJ00
CR19  ,3.0,1993JJ00
CR19  ,1.0,1994JJ00
CR19  ,2.0,1995JJ00
CR19  ,2.0,1996JJ00
CR19  ,3.0,1997JJ00
CR19  ,1.0,1998JJ00
CR19  ,1.0,1999JJ00
CR19  ,1.0,2000JJ00
CR19  ,1.0,2001JJ00
CR19  ,1.0,2002JJ00
CR19  ,1.0,2003JJ00
CR19  ,2.0,2004JJ00
CR19  ,3.0,2005JJ00
CR19  ,8.0,2006JJ00
CR19  ,2.0,2007JJ00
CR19  ,7.0,2008JJ00
CR19  ,4.0,2009JJ00
CR19  ,5.0,2010JJ00
CR19  ,4.0,2011JJ00
CR19  ,9.0,2012JJ00
CR19  ,6.0,2013JJ00
CR19  ,1.0,2014JJ00
CR19  ,4.0,2015JJ00
CR19  ,5.0,2016JJ00
CR19  ,8.0,2017JJ00
CR19  ,6.0,2018JJ00
CR19  ,3.0,2019JJ00
CR19  ,4.0,2020JJ00
CR19  ,8.0,2021JJ00
CR19  ,3.0,2022JJ00
CR19  ,7.0,2023JJ00
CR20  ,0.0,1988JJ00
CR20  ,0.0,1989JJ00
CR20  ,0.0,1990JJ00
CR20  ,0.0,1991JJ00
CR20  ,1.0,1992JJ00
CR20  ,0.0,1993JJ00
CR20  ,0.0,1994JJ00
CR20  ,6.0,1995JJ00
CR20  ,1.0,1996JJ00
CR20  ,0.0,1997JJ00
CR20  ,0.0,1998JJ00
CR20  ,1.0,1999JJ00
CR20  ,1.0,2000JJ00
CR20  ,0.0,2001JJ00
CR20  ,1.0,2002JJ00
CR20  ,1.0,2003JJ00
CR20  ,2.0,2004JJ00
CR20  ,0.0,2005JJ00
CR20  ,1.0,2006JJ00
CR20  ,0.0,2007JJ00
CR20  ,2.0,2008JJ00
CR20  ,1.0,2009JJ00
CR20  ,4.0,2010JJ00
CR20  ,1.0,2011JJ00
CR20  ,2.0,2012JJ00
CR20  ,6.0,2013JJ00
CR20  ,4.0,2014JJ00
CR20  ,5.0,2015JJ00
CR20  ,2.0,2016JJ00
CR20  ,7.0,2017JJ00
CR20  ,1.0,2018JJ00
CR20  ,2.0,2019JJ00
CR20  ,6.0,2020JJ00
CR20  ,2.0,2021JJ00
CR20  ,6.0,2022JJ00
CR20  ,10.0,2023JJ00
CR21  ,1.0,1988JJ00
CR21  ,3.0,1989JJ00
CR21  ,0.0,1990JJ00
CR21  ,4.0,1991JJ00
CR21  ,4.0,1992JJ00
CR21  ,4.0,1993JJ00
CR21  ,4.0,1994JJ00
CR21  ,0.0,1995JJ00
CR21  ,2.0,1996JJ00
CR21  ,3.0,1997JJ00
CR21  ,3.0,1998JJ00
CR21  ,3.0,1999JJ00
CR21  ,3.0,2000JJ00
CR21  ,3.0,2001JJ00
CR21  ,6.0,2002JJ00
CR21  ,3.0,2003JJ00
CR21  ,2.0,2004JJ00
CR21  ,6.0,2005JJ00
CR21  ,4.0,2006JJ00
CR21  ,5.0,2007JJ00
CR21  ,4.0,2008JJ00
CR21  ,5.0,2009JJ00
CR21  ,6.0,2010JJ00
CR21  ,5.0,2011JJ00
CR21  ,6.0,2012JJ00
CR21  ,11.0,2013JJ00
CR21  ,11.0,2014JJ00
CR21  ,5.0,2015JJ00
CR21  ,4.0,2016JJ00
CR21  ,5.0,2017JJ00
CR21  ,14.0,2018JJ00
CR21  ,8.0,2019JJ00
CR21  ,4.0,2020JJ00
CR21  ,6.0,2021JJ00
CR21  ,10.0,2022JJ00
CR21  ,13.0,2023JJ00
CR22  ,1.0,1988JJ00
CR22  ,1.0,1989JJ00
CR22  ,2.0,1990JJ00
CR22  ,3.0,1991JJ00
CR22  ,1.0,1992JJ00
CR22  ,2.0,1993JJ00
CR22  ,1.0,1994JJ00
CR22  ,1.0,1995JJ00
CR22  ,2.0,1996JJ00
CR22  ,2.0,1997JJ00
CR22  ,1.0,1998JJ00
CR22  ,0.0,1999JJ00
CR22  ,0.0,2000JJ00
CR22  ,0.0,2001JJ00
CR22  ,1.0,2002JJ00
CR22  ,1.0,2003JJ00
CR22  ,1.0,2004JJ00
CR22  ,0.0,2005JJ00
CR22  ,2.0,2006JJ00
CR22  ,1.0,2007JJ00
CR22  ,4.0,2008JJ00
CR22  ,2.0,2009JJ00
CR22  ,1.0,2010JJ00
CR22  ,1.0,2011JJ00
CR22  ,4.0,2012JJ00
CR22  ,5.0,2013JJ00
CR22  ,3.0,2014JJ00
CR22  ,0.0,2015JJ00
CR22  ,4.0,2016JJ00
CR22  ,5.0,2017JJ00
CR22  ,3.0,2018JJ00
CR22  ,4.0,2019JJ00
CR22  ,3.0,2020JJ00
CR22  ,0.0,2021JJ00
CR22  ,3.0,2022JJ00
CR22  ,6.0,2023JJ00
CR23  ,30.0,1988JJ00
CR23  ,32.0,1989JJ00
CR23  ,29.0,1990JJ00
CR23  ,37.0,1991JJ00
CR23  ,35.0,1992JJ00
CR23  ,45.0,1993JJ00
CR23  ,38.0,1994JJ00
CR23  ,23.0,1995JJ00
CR23  ,27.0,1996JJ00
CR23  ,24.0,1997JJ00
CR23  ,28.0,1998JJ00
CR23  ,30.0,1999JJ00
CR23  ,25.0,2000JJ00
CR23  ,29.0,2001JJ00
CR23  ,29.0,2002JJ00
CR23  ,45.0,2003JJ00
CR23  ,33.0,2004JJ00
CR23  ,49.0,2005JJ00
CR23  ,33.0,2006JJ00
CR23  ,46.0,2007JJ00
CR23  ,45.0,2008JJ00
CR23  ,59.0,2009JJ00
CR23  ,46.0,2010JJ00
CR23  ,60.0,2011JJ00
CR23  ,67.0,2012JJ00
CR23  ,64.0,2013JJ00
CR23  ,52.0,2014JJ00
CR23  ,65.0,2015JJ00
CR23  ,65.0,2016JJ00
CR23  ,79.0,2017JJ00
CR23  ,80.0,2018JJ00
CR23  ,97.0,2019JJ00
CR23  ,78.0,2020JJ00
CR23  ,77.0,2021JJ00
CR23  ,65.0,2022JJ00
CR23  ,73.0,2023JJ00
CR24  ,1.0,1988JJ00
CR24  ,4.0,1989JJ00
CR24  ,2.0,1990JJ00
CR24  ,6.0,1991JJ00
CR24  ,9.0,1992JJ00
CR24  ,1.0,1993JJ00
CR24  ,7.0,1994JJ00
CR24  ,1.0,1995JJ00
CR24  ,5.0,1996JJ00
CR24  ,0.0,1997JJ00
CR24  ,1.0,1998JJ00
CR24  ,2.0,1999JJ00
CR24  ,5.0,2000JJ00
CR24  ,6.0,2001JJ00
CR24  ,5.0,2002JJ00
CR24  ,4.0,2003JJ00
CR24  ,2.0,2004JJ00
CR24  ,5.0,2005JJ00
CR24  ,3.0,2006JJ00
CR24  ,2.0,2007JJ00
CR24  ,4.0,2008JJ00
CR24  ,2.0,2009JJ00
CR24  ,5.0,2010JJ00
CR24  ,9.0,2011JJ00
CR24  ,6.0,2012JJ00
CR24  ,6.0,2013JJ00
CR24  ,5.0,2014JJ00
CR24  ,8.0,2015JJ00
CR24  ,3.0,2016JJ00
CR24  ,10.0,2017JJ00
CR24  ,11.0,2018JJ00
CR24  ,9.0,2019JJ00
CR24  ,4.0,2020JJ00
CR24  ,8.0,2021JJ00
CR24  ,10.0,2022JJ00
CR24  ,7.0,2023JJ00
CR25  ,3.0,1988JJ00
CR25  ,6.0,1989JJ00
CR25  ,3.0,1990JJ00
CR25  ,2.0,1991JJ00
CR25  ,2.0,1992JJ00
CR25  ,1.0,1993JJ00
CR25  ,4.0,1994JJ00
CR25  ,2.0,1995JJ00
CR25  ,5.0,1996JJ00
CR25  ,3.0,1997JJ00
CR25  ,5.0,1998JJ00
CR25  ,2.0,1999JJ00
CR25  ,3.0,2000JJ00
CR25  ,4.0,2001JJ00
CR25  ,8.0,2002JJ00
CR25  ,8.0,2003JJ00
CR25  ,6.0,2004JJ00
CR25  ,3.0,2005JJ00
CR25  ,11.0,2006JJ00
CR25  ,7.0,2007JJ00
CR25  ,12.0,2008JJ00
CR25  ,5.0,2009JJ00
CR25  ,12.0,2010JJ00
CR25  ,14.0,2011JJ00
CR25  ,4.0,2012JJ00
CR25  ,7.0,2013JJ00
CR25  ,10.0,2014JJ00
CR25  ,5.0,2015JJ00
CR25  ,11.0,2016JJ00
CR25  ,20.0,2017JJ00
CR25  ,10.0,2018JJ00
CR25  ,13.0,2019JJ00
CR25  ,8.0,2020JJ00
CR25  ,9.0,2021JJ00
CR25  ,8.0,2022JJ00
CR25  ,10.0,2023JJ00
CR26  ,11.0,1988JJ00
CR26  ,11.0,1989JJ00
CR26  ,19.0,1990JJ00
CR26  ,11.0,1991JJ00
CR26  ,15.0,1992JJ00
CR26  ,15.0,1993JJ00
CR26  ,8.0,1994JJ00
CR26  ,7.0,1995JJ00
CR26  ,5.0,1996JJ00
CR26  ,8.0,1997JJ00
CR26  ,10.0,1998JJ00
CR26  ,8.0,1999JJ00
CR26  ,20.0,2000JJ00
CR26  ,16.0,2001JJ00
CR26  ,20.0,2002JJ00
CR26  ,19.0,2003JJ00
CR26  ,23.0,2004JJ00
CR26  ,23.0,2005JJ00
CR26  ,18.0,2006JJ00
CR26  ,24.0,2007JJ00
CR26  ,19.0,2008JJ00
CR26  ,19.0,2009JJ00
CR26  ,34.0,2010JJ00
CR26  ,36.0,2011JJ00
CR26  ,31.0,2012JJ00
CR26  ,27.0,2013JJ00
CR26  ,41.0,2014JJ00
CR26  ,18.0,2015JJ00
CR26  ,26.0,2016JJ00
CR26  ,34.0,2017JJ00
CR26  ,38.0,2018JJ00
CR26  ,42.0,2019JJ00
CR26  ,31.0,2020JJ00
CR26  ,45.0,2021JJ00
CR26  ,41.0,2022JJ00
CR26  ,53.0,2023JJ00
CR27  ,3.0,1988JJ00
CR27  ,0.0,1989JJ00
CR27  ,2.0,1990JJ00
CR27  ,1.0,1991JJ00
CR27  ,2.0,1992JJ00
CR27  ,3.0,1993JJ00
CR27  ,2.0,1994JJ00
CR27  ,4.0,1995JJ00
CR27  ,1.0,1996JJ00
CR27  ,2.0,1997JJ00
CR27  ,0.0,1998JJ00
CR27  ,7.0,1999JJ00
CR27  ,0.0,2000JJ00
CR27  ,5.0,2001JJ00
CR27  ,3.0,2002JJ00
CR27  ,4.0,2003JJ00
CR27  ,4.0,2004JJ00
CR27  ,1.0,2005JJ00
CR27  ,4.0,2006JJ00
CR27  ,3.0,2007JJ00
CR27  ,4.0,2008JJ00
CR27  ,1.0,2009JJ00
CR27  ,6.0,2010JJ00
CR27  ,7.0,2011JJ00
CR27  ,5.0,2012JJ00
CR27  ,3.0,2013JJ00
CR27  ,8.0,2014JJ00
CR27  ,8.0,2015JJ00
CR27  ,4.0,2016JJ00
CR27  ,5.0,2017JJ00
CR27  ,5.0,2018JJ00
CR27  ,4.0,2019JJ00
CR27  ,0.0,2020JJ00
CR27  ,3.0,2021JJ00
CR27  ,7.0,2022JJ00
CR27  ,6.0,2023JJ00
CR28  ,3.0,1988JJ00
CR28  ,3.0,1989JJ00
CR28  ,6.0,1990JJ00
CR28  ,6.0,1991JJ00
CR28  ,8.0,1992JJ00
CR28  ,9.0,1993JJ00
CR28  ,4.0,1994JJ00
CR28  ,4.0,1995JJ00
CR28  ,5.0,1996JJ00
CR28  ,3.0,1997JJ00
CR28  ,5.0,1998JJ00
CR28  ,1.0,1999JJ00
CR28  ,3.0,2000JJ00
CR28  ,5.0,2001JJ00
CR28  ,3.0,2002JJ00
CR28  ,4.0,2003JJ00
CR28  ,5.0,2004JJ00
CR28  ,3.0,2005JJ00
CR28  ,3.0,2006JJ00
CR28  ,4.0,2007JJ00
CR28  ,4.0,2008JJ00
CR28  ,6.0,2009JJ00
CR28  ,4.0,2010JJ00
CR28  ,5.0,2011JJ00
CR28  ,12.0,2012JJ00
CR28  ,3.0,2013JJ00
CR28  ,7.0,2014JJ00
CR28  ,10.0,2015JJ00
CR28  ,7.0,2016JJ00
CR28  ,7.0,2017JJ00
CR28  ,8.0,2018JJ00
CR28  ,2.0,2019JJ00
CR28  ,8.0,2020JJ00
CR28  ,5.0,2021JJ00
CR28  ,7.0,2022JJ00
CR28  ,9.0,2023JJ00
CR29  ,31.0,1988JJ00
CR29  ,38.0,1989JJ00
CR29  ,35.0,1990JJ00
CR29  ,32.0,1991JJ00
CR29  ,35.0,1992JJ00
CR29  ,26.0,1993JJ00
CR29  ,30.0,1994JJ00
CR29  ,18.0,1995JJ00
CR29  ,28.0,1996JJ00
CR29  ,27.0,1997JJ00
CR29  ,23.0,1998JJ00
CR29  ,25.0,1999JJ00
CR29  ,26.0,2000JJ00
CR29  ,24.0,2001JJ00
CR29  ,20.0,2002JJ00
